"","Hash","C1.T7.H9_S2","C1.T8.H10_S2","C2.T8.H18_S2","C2.T9.H19_S2","C3.T6.H25_S2","C3.T7.H26_S2","CT1.T1.H28_S2","CT1.T2.H29_S2","CT1.T3.H30_S2","CT1.T4.H31_S2","CT1.T5.H32_S2","CT1.T6.H33_S2","CT1.T7.H34_S2","CT1.T8.H35_S2","CT2.T1.H36_S2","CT2.T4.H39_S2","CT2.T8.H43_S2"
"408","500325dc6093b7271f3414163599232a0af8bc31",0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"409","5016ae275967ca9b9e6a0e4fa038e4844149dc3b",0,0,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0
"410","503fea085a08490d721f4141c4e1d63e6a7cc147",0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0
"411","504b3bdf7d04096c70078460cfc23aa95b21b2ce",0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0
"412","5072ad0ed065d4b3df41e20c01de0b8e07140695",0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0
"413","50ae18a387ee0c27a601b2de29233b88891665e2",19,0,780,1493,0,0,168,0,0,0,39,0,15724,13411,0,14051,996
"414","50b78dfa339c83fc7621e4ab735fd8dff2c1ed3a",0,0,0,0,0,309,0,0,0,0,0,0,0,0,0,0,0
"415","5103519ef5fdfd8be5c7d2f6faeed8733fe6d663",0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0
"416","510aefb635594f1a34c24e692035a8adcada0347",0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"417","512114ef03f0ffc93f19b196509caea53ea5b603",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0
"418","513e6e6e21134f49f67315fad5db9f7dbedde6eb",0,0,591,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"419","5153fd153d032ca08987dc412a9c67b6794b21bf",0,0,140,0,0,0,37,0,0,0,50,0,0,0,0,46,0
"420","51963edd6efabcf3a8e4d455b09511c99eef771b",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"421","51c23e438a6ba9470d39bacda8de6ee74f732860",0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0
"422","51cd5c10be599c712eeb5a437962c8e7ed24a4b3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"423","51da9c055e06c1481422a72a2d775e992f7164d4",0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0
"424","51f618a2212eacd683bb7b4c80132e0bd38b58cf",69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"425","5234d5ef2703aee023a50893482e24b0caf9e087",0,0,0,0,0,0,0,0,0,0,0,498,0,0,0,0,0
"426","524966e7b0b3d9eb0151d624f36fa2c958a987ba",0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0
"427","5269adedd8150388b333b978927a30862c2a8549",0,0,0,0,0,0,0,0,0,0,0,270,0,0,0,0,0
"428","52a4a6a38e2f25ed5ce5c20f0e7f803fca3a6da3",14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"429","52b66ccbc76733bb29400f227295500d67fa0803",58,24,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0
"430","5321ea651fb8dfa8713f19446a06431238d8ae77",0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
"431","536e5c4954fde6ad9aeffe14fd21cb3df8248f29",0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0
"432","538d27d39abe9d9592f516ded1e94eb26651ae45",0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0
"433","53fc1aa7161a77389ab34e0ea652378097651cd9",0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0
"434","54212c41a53282fb6fba9b13eb4fac6bb7d8f5ba",0,0,0,0,0,0,0,12,0,0,0,0,8,0,0,0,0
"435","5435b1e00aec0bcee6d3512bee9996a89e139e07",0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0
"436","5465074b5832b1855041a3ca5eadad2d99f12a5a",0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0
"437","547810e355dc23e3a9be7a5c274387d40a50e69b",0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0
"438","5491c0285d947578a1652e9ca348fbb3e97e6906",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"439","54d1921fc712a2bea4927dd37212dc53c537a473",0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0
"440","54f738e45ff1bf984f6774a2af10e7181f5882ec",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"441","5548f5906a4522e2196d674ad3826fb4fc8430b8",154,0,455,0,60,0,756,658,0,0,338,0,0,0,0,0,0
"442","55d611b89d5c9ec1f3eec0fa92c6a00bc98c5ca9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0
"443","55e1d1482467a1d4dbc4eafc83db79bab040fea2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"444","56114b906351243dfced1964d4977f49105aeab3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0
"445","562a6c89616b1cf51f15caa15b0e5a565dfe0427",0,0,157,122,0,0,60,0,0,0,0,0,0,0,0,74,0
"446","563e9e36f6b83f1f75d708298d6f0f3062b014f6",0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0
"447","5698b051b0abd1a616512c7b8873571c7db31e12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,0,0
"448","56ae1fd71f937fa20e0c3a146e03680a8fe19f08",0,0,0,0,0,0,0,0,0,0,85,0,0,0,0,0,0
"449","56da29aff6f73f5a712ce058358c79d4626dd525",0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
"450","56db9b8934558866af0f1f1eaf48a1122b20eb51",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"451","5700acf5932fc78326019db74be5b0cda8cd6a7c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"452","57032ed98d1880faa541a6164b1166c24a0b0150",0,0,69,0,0,0,0,43,0,0,85,0,0,0,0,0,0
"453","573a94c93eef2741441f3238204faa7178597136",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
"454","5746f43063ff1ae03ed18e54fec36f56f3bba3ef",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"455","5772acb0724ac358ea04382dcd20081fb13d2dac",0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0
"456","5790380be5e34050a717e6fa1b3baf78f517f614",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,0
"457","57b775b38f2d8c9476d6c881dfe197f89dfef2a4",0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0
"458","57e4442ed638cd99e77695d0c85d1d52fd5a4c1f",0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
"459","57e52a226de89d6efaa750e1ce46795286183cab",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"460","57f16d1dad2209055874f6371a260cd4cdb76de7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201
"461","5806ac294f8e97e24e74710cba5e4a75e632a730",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"462","582c50cc31693e1d6fa6fdf01c1bf597304472bb",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"463","582dd1537b7b9e0c828ff975ffcb5690a60c1329",0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0
"464","58643d5398ac9ed12b016d632f82f0424c0523eb",0,0,0,0,0,0,0,0,0,259,0,40,0,0,0,0,0
"465","58aec46ab4910cf08bbfda67e8aa7321828ce906",0,0,79,108,0,0,34,0,0,0,16,0,43,223,0,139,0
"466","58cf5e03e26599053b44e77c5c9a8c3d1ca21a84",0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0
"467","58d4d96b3102add9c47e7a0c348057ed7cc4e4cf",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,441,0
"468","59301a3deeeb46854bb72901fea21a6f8430a4d7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"469","597e6fb3f12b9333c4f63a670b8224d032ee0c69",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
"470","597fc2e1caef99679d147f60c9236b1e3561b7dc",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"471","598ce556294b69e8be35572ea348a605ef31bf1e",0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0
"472","59b78d43ad1b10bdc85d94c4b7b7c9ce80b34c0b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0
"473","59d9750ebbf09b2ae845b5a83620bd43b1125bd9",0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0
"474","59e51e05e8a629ade2a14b036bc692e2671125c0",0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0
"475","5a539c31ba47225ad2d003f7e811d6544ad4fe3d",5,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0
"476","5a5b0e270b0683dc34e23f7b50a7611365052f5d",155,0,0,0,77,0,0,0,1205,0,0,26,0,0,0,0,0
"477","5a833e0a478a012b2b934b19b76eb311d63cf891",175,774,319,0,0,0,0,0,0,0,0,0,3226,1142,497,2823,2172
"478","5a9142d9af52aefd5bef156867a224c9a0a62600",0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0
"479","5a96784aa01ac277453d266479bf03d18116a2a3",0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
"480","5abed67974734697cf324d9120f1d00b714dde5e",0,0,0,0,0,0,3,0,0,12,0,11,0,0,0,0,0
"481","5adb83462a6665a3afeaeec2808f1d1a5a668032",0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
"482","5af0baa1d17864f658bb3ddc9c133aa1c25a7803",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"483","5bdd87234f477df77db1269578b72afe53be712a",0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
"484","5bed824b32b484e7e3b783c154b19bd28e749adb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"485","5c28fb044703f8d7dc9a17c20a178f0e34feb322",521,0,2157,317,0,0,1456,0,0,0,255,0,0,488,0,0,0
"486","5c8ad94781a3e58614f1bada8d5faa13dd04610d",0,0,85,0,0,0,0,56,0,0,150,0,0,0,0,0,0
"487","5d154045a6073be69695cd141e1bc7641b17cb70",0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0
"488","5d66417b5b7c43aba2fc9bff53096b15353ceda8",0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0
"489","5d9ee140b17e218e06fffae434d6dad14ebb91db",0,0,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"490","5de8320dd52839006fa55b8e9e94758699aab65f",0,0,105,0,0,0,0,2407,0,0,0,0,0,0,0,0,0
"491","5df70900a0d048cfcfcb8b1da614df7e77da3f5a",0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0
"492","5e0cea0564f2239e701a83f8d008e5bee615a13b",0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
"493","5e132407ab17f1e0e7e7f768ff17baebb1b8813b",0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0
"494","5e14eb69f3ded47e81cbde8662320eb91d4db274",0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"495","5e6cde41945173f53e6ecbfeff7c888f1a0242aa",0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0
"496","5e873abf3f1a4af8a602ac1f5d4e9d0d6332838c",0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0
"497","5e94b8bf82d6125f62c5e0b5104f7d9333cd2301",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"498","5eb4964f39d7646d3f23200215f56a18b69ea8c6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"499","5edc6c7b956f95d7856817804db1569a3f8733ee",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"500","5edd5173bbe6f0709bd754dc18df3a2a8d3f2a81",0,0,0,0,0,0,0,0,0,0,264,0,0,0,0,0,0
"501","5ee4d9e93dc0d083dba69d1849dafe3bfbc38a2c",0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0
"502","5f9e0ff3adaec16fe072cab01fd451447e293c24",0,0,0,0,0,0,0,0,0,0,0,0,0,0,433,0,0
"503","5fa2af605adaf6538dd78a46fbb3e1f7325f79eb",0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0
"504","5fbc4ee88024326a14c9589618cc04dec1c3ba9e",38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"505","5fe0d9b2016e54e38346cb324075fae532b872d5",0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0
"506","5fe0fce17ffc4aa67b71058c127a634e339d7fb9",0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
"507","5fef76f386cfa6fc80759cda5a3e79e5c337d6ff",0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0
"508","6003c37814225e3fe88e3debb93779dc38dd9d11",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
"509","600d2ce61d955885fd0c2746c7d497a113cc27bd",0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"510","602e9eeb6d5b1c2f3459d6e2ea056830189d62c1",0,0,0,0,0,0,0,0,352,0,0,0,0,0,0,0,0
"511","6047bd0ab1009e1a63ca5f303ce7a113f4066fea",0,0,67,0,0,0,0,0,0,0,117,0,0,0,0,0,0
"512","605d6ce88281b4bbcff711ac8afe595d978194fa",0,0,0,0,0,0,0,9,0,0,0,33,0,0,0,0,0
"513","606faf469e9fad550f20ea57113c6992768046cb",0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0
"514","609864d9d4450e1244f00866ba30bf348a7b5c3f",0,0,0,0,0,0,1988,0,0,0,0,0,0,0,0,0,0
"515","60ca26e3a13836c7427f4d395875d1b724a44009",0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0
"516","60d06f87e67fb1baabba2f76a05d539d262bd03c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0
"517","60df5e6adceb53cde3a9e7fcbaa84d52b55453f3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
"518","60f442dd4952835942c18a444753cfc50767be00",0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
"519","60ffc3ef2a2235d4dbeabca0e6b88faabb0efa1f",0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0
"520","6129213229265aa2f078b939cf1e92e5dae0962d",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"521","614ef1696b244618df89ab0b54be0c70d7b00e11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0
"522","6163481bc46a40c974dbebe477fce6b1ffb799d7",0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0
"523","618a76a478506940c3ac15547172612b8fc582bb",0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
"524","61e0aaaa36daa8a4d7ff39045de6898f85b76194",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
"525","61f1a318e3bbd95d934e4f75a42deec281b2ecc9",0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0
"526","6206693b8580d16f8817597db5eb720da006d4a3",0,0,6,0,5,0,0,0,0,0,0,10,0,0,0,0,0
"527","62314675f0a40ec90d34b9f8206c6667bf48a8ef",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"528","6234ddd87d06007aa56aa67a5a4a719eb9e0c4d6",0,0,0,0,0,0,0,0,0,0,151,0,0,0,0,0,0
"529","624106bbc0d7475cd9d86718ba87a60746f80639",0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
"530","62470302bf4a46aaf8ee6ca2c19f5fd24667a99d",0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0
"531","625707553b70864cca54ad03fc3a16472dc922ac",0,0,0,0,0,0,0,0,0,305,101,185,0,0,848,0,26
"532","625f609b5a7a7f7d75b4d900e8298be204f37e46",0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0
"533","6262f4f31a9970241ed1dea1b6bad53b93d55ba1",0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0
"534","62680b3b492e00dadfb5df31c97234d09c08bd2c",0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"535","628da32d7d0084faceecf85cfaaddd76b291a763",0,0,0,3,0,0,0,0,604,0,0,0,0,12,342,0,0
"536","62a74e92fd6adb31916386bf3063f0d39763a8d6",0,0,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0
"537","62cbfae55955ed065a335d86f851c0666ef8f436",0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0
"538","62f222063e502c9831e408bbfde4c17365dcf671",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"539","633c4c6c2c7442a6c9d472128ab92aa007269e8b",0,0,3,0,0,0,0,0,0,0,0,0,0,11,0,0,0
"540","63458578491c1b9cd23c8063281ec5658b8d26f0",0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0
"541","635948ec71037fded95e60a8cb9f18095aa3daaf",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0
"542","637f29d10e6ed198d6b3044a850f9500a7afcf42",0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
"543","63a67452ff11ce8b5eb5bdd75752091993c6cb39",0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0
"544","63bbeac9e5976c163582eee3a86379231f5ee619",0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0
"545","63d22c858b424ff6e02bd233d482d9ecd3997cf4",0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0
"546","63ee796ed6f38a56f859fe3aa309aad32117438e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,803,0,0
"547","6428371d4fb5875fda9ab73841cde3465a556ea8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0
"548","64885004d5299fc18037822ba3f75da33efb492c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51
"549","64c538d99b6d53efd0149cbb4896cfc5d55c3461",0,0,0,0,322,0,0,125,0,130,0,295,0,0,85,0,0
"550","66030e5324d5f9c9bbb28c85a62e1d8b8e8549a8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
"551","6647789a84c7db9d0c1d2f947175e285be91538b",0,0,205,0,151,0,0,0,0,0,0,0,0,0,0,0,0
"552","667041167eae95a6faf3cc21b8714a19413acf57",0,0,0,0,3184,0,0,0,0,0,0,0,0,0,0,0,0
"553","66e258e7a8ab1b796f264a2b70b72ca6f7633a37",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"554","66ea43f4ac2e5484a5782a7d0ce8f5fc79c1ceed",0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
"555","66f6c47c5979aac96f1df5faa6d01a8bff3086f2",0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0
"556","6719cb4eb8e5354c1a45ffde7b33672581382a84",0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"557","673eb67edde62b7e8f162c349550a5998bac320f",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"558","67531c0a045da70a61d7beb3539015b8fc4517c7",0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0
"559","67699186f2500d9fed3b98c89a41824904dec096",0,0,0,0,0,0,20,0,0,12,0,0,297,40,0,0,0
"560","67819f7d2528203629a5336774817c13861711d6",0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0
"561","6786f6b9585dde0bb02986cb111b4d3b6a2b3645",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"562","67922d66e0194a7dada1063607dbbec91fcca0ed",0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0
"563","679b9dbfcdd081bf1bc737df539777ec027d7b35",0,0,0,0,0,0,0,0,0,0,0,403,0,0,0,0,0
"564","67e421b366dda04b7c10a8ef132511c688e493c5",0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0
"565","6828c5e2c964232723eff21c84a3c5372a314755",0,0,0,0,7,0,0,0,0,0,0,6,0,0,0,0,0
"566","683fba7cfeebe98c7ac6fcc2e30d8b2f9a98a94b",0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0
"567","6857afb5c5867c1bf85231cc48190082d5615827",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"568","685b1b0816beee73d7d22173dfeca1dd3b4773ef",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"569","6865099a80c0043771d0151aa8bda15a713d63e3",159,160,420,131,0,0,1082,177,0,59,14,444,1664,582,1497,934,71
"570","686fd8b59c6f87b27fe6a21b366a0e4b838135e1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"571","68714bd4d91f5d800bb81a5f47e9e6f02384257b",0,0,0,0,0,4,0,4,0,5,0,0,0,0,0,0,0
"572","68de381449314da89f8660b3bb26cc52c0c4e2ba",0,0,0,0,0,0,51,52,0,0,0,0,0,0,0,0,0
"573","68dfce9ed21ad32330094285023b1711c770997d",0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
"574","694f085ae9856c843f7af813afd86351ebb0f24f",0,0,0,0,232,0,0,0,0,0,0,0,0,0,0,0,0
"575","6950a504c858e51241cac98cb4b1b8cad81eff0e",158,0,480,61,185,0,466,753,0,0,251,0,0,0,0,0,0
"576","696b37ee34a334efc38f51bc1cc17fa282ad6ccb",0,0,0,0,0,0,0,0,0,0,208,0,0,0,0,0,0
"577","699998b228e39009dc3427070b6bafcf3fb8c664",0,0,0,0,0,917,0,0,0,0,558,67,0,0,0,258,0
"578","699e9b3947e6ec65c72bcb6724c4da6378b602b1",0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0
"579","69a62fe8a6930ddf4877834feccbcbe37bc15fe6",0,0,0,0,0,0,0,134,20,29,0,0,0,0,32,0,0
"580","69b58afec38337f5e8501cc341b74d975f0b46fd",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"581","69c0adc86d6cdb86f5c5db7a20f69be59c388358",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"582","69d5dda75d20c05e1a4008c287bcbd1fbbd53b5b",0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0
"583","69dfda108e618a8757be7630c3ef89310f3978f3",0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
"584","6a57997dddc16db52e1f05b414f0d1c09431816e",0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0
"585","6a604912dc9a30ebd5318abe385a39e14b6c755b",0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
"586","6a85adc27b76b13dad42089f287aeee499ba819c",0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0
"587","6aad85ea4a71c3334e7bf12fed4edb5b43f233d7",0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
"588","6b07660f743f9e1c643619d1f389bcbfcf57ec7b",0,0,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"589","6b18a206f47395d272d7c4f4a91b5e3da70e82f9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
"590","6b518c427c01dcb2d856adda991fd08f6a6c3638",0,0,0,0,424,0,0,163,0,0,0,0,0,0,0,0,0
"591","6b6fc4cf068a344625f8087f0a2a895cae1e9145",0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0
"592","6b976e008f3c98aa86cb64aa686cbfcb409c8f0a",762,0,1883,75,224,0,1886,463,0,0,818,0,0,50,0,0,0
"593","6bc60304577cc180662d1d04b546f0dfca325acb",0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0
"594","6c040c44d0a26b1e276eba591a18ceb9ee59865f",0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"595","6c38af928852fb67e5ff4a876379e374f5a33d25",53,0,0,0,42,0,0,0,0,60,0,0,0,0,0,0,0
"596","6c7f693a5c72aef42fd9421f950b7724f0821877",0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0
"597","6c915c4f3ec00329ee4b8cef68e4d85286d7cef9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"598","6d0c70e49615649ba5545cf0f48a23fc27851bf2",0,0,0,0,0,2175,0,0,0,0,0,0,0,0,0,0,0
"599","6d431800aef7a1d3ed3aac8d722f5b8e9e3f1280",0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
"600","6d4fadad6ed332d69b01f5b6a9fb97752337e30f",0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0
"601","6d73948ba71bef2c78986a84eaea1a093e7badd1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"602","6d93bd45f49fa3b7ef399cec76a591da37dd18d7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,0,0
"603","6da39cc791255ff24d27f8f2e89a45d28bf96da6",0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"604","6db8cc221939cdc8c55a0191ffe9bdeca0679b0e",0,0,84,78,0,0,24,0,0,0,12,0,0,0,0,0,0
"605","6dcfc427ab372d327a28924ef8decc1db8ccbc48",0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0
"606","6e17509d49ad484609a0a6098ba3198b95a972a9",0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0
"607","6e1ebcf297164ca4ef31fdf394995283553a960e",0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"608","6e443acb156df51dbebb6989bcb99ca0ec7954b1",0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0
"609","6e5f0aea0993ec6505218ecb0fb83093fbefe698",0,0,0,0,0,0,0,1483,0,0,0,0,0,0,0,0,0
"610","6e6b2ae850506cc0ea7baa4492214e7987501560",131,0,2088,1767,0,0,755,0,0,0,209,0,1216,5379,0,4483,0
"611","6e6d433cb0b801969d2d849dbca55d933e5195c3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"612","6e6da80e9e2391100a1738a6a193af7c24723f1d",0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0
"613","6ec87ffb59edb6cf8c3ba8a14324cb3ac647a957",0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0
"614","6ef3ab35e9450c1de140e40ec899d920c9e83618",0,0,0,0,0,0,0,19,0,5,0,23,0,0,0,0,0
"615","6efa2c96be48c4e8c62e9900df36757df266da56",0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
"616","6f01a43858c4adeff558f03693318ff97d09a3b6",0,141,54,0,0,0,0,0,0,0,0,0,329,141,412,105,175
"617","6f1c6344a7016686ead3d3a4f84bfe08f7e43a1c",0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
"618","6f27b816a1c3648b50fa0cd9fd59140a16aaf2de",0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0
"619","6f46c3e8b790932ab0671410ce90df9d702c9432",0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0
"620","6f93c18e5a5ef94bb08099b6f6505f5082ebe2cd",0,120,0,0,0,0,0,0,0,0,0,0,224,171,877,119,0
"621","6ff80d892732caba7fd30efffb6999288cc9d3c0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
