"","Hash","C1.T7.H9_S2","C1.T8.H10_S2","C2.T8.H18_S2","C2.T9.H19_S2","C3.T6.H25_S2","C3.T7.H26_S2","CT1.T1.H28_S2","CT1.T2.H29_S2","CT1.T3.H30_S2","CT1.T4.H31_S2","CT1.T5.H32_S2","CT1.T6.H33_S2","CT1.T7.H34_S2","CT1.T8.H35_S2","CT2.T1.H36_S2","CT2.T4.H39_S2","CT2.T8.H43_S2"
"195","27ac552abeb2fa9885bf4a02f60cdc998b43c1f5",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"196","27c97bc2f95f519e66e5e79a7a72b1b4a29ba542",0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0
"197","28047060a764c8d2f133476a3c1893291d007c2e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,0
"198","2818e24c6b2b3f32086b1a3185fb0b1f921a18c2",0,0,215,0,0,0,0,0,0,0,0,0,484,0,115,411,465
"199","287a10cc8b6b53975e2b818326e4f322324db5d7",0,0,0,0,0,0,0,0,0,0,384,0,0,0,0,0,0
"200","2885839f4b72c349770741c1878014867992af4b",0,0,0,0,0,0,0,675,0,0,280,0,122,0,0,0,0
"201","2951aba95b37a34348a90b2c0fd39f7d031f190f",0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0
"202","295d362ad3db63eaf83c5ee79e348cac1933bc28",0,0,0,0,0,0,0,0,0,0,0,0,0,0,408,0,0
"203","29bd700d32f8ed7c7e79564a737077091acbdd26",0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
"204","29c90a52a834f6613b691f916f4bc5f449911ada",0,0,0,0,844,0,0,0,0,0,0,0,0,0,0,0,0
"205","29e2cbb74a0c27bf98c426eac95fba417478c5ef",0,0,0,0,0,0,0,14,0,0,15,0,0,50,96,7,0
"206","29ff75e84a65e44995ba5da9ea7815a78ca64a79",219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83
"207","2a24470d9f6f016d43a270ded06f52d73df93b2b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"208","2a5c9f6ed3ea407f4c6c79e24630f67170b7458b",0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0
"209","2a88600f3ca32f38e1f071ebfc5400e2f4db3330",0,0,0,0,0,0,0,9,0,9,0,0,3,0,0,0,0
"210","2a8ba30b4c2666c8a018f156560b623c4a828b3d",0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0
"211","2abd2d16424d1f97b98d6947b213d0bd4a0a315d",0,0,0,0,0,0,0,0,0,0,0,0,78,0,87,0,118
"212","2ad1393a5a4075f77b93321d57e0c0727ac2cade",0,0,8,0,0,0,0,0,0,0,0,0,0,9,0,0,0
"213","2adb8346ddc882a7ad9b1eb69a545297892686fe",0,0,0,0,0,1303,0,0,0,0,0,0,0,0,0,0,0
"214","2ae34ace3b3c3a852e4ef5f50bdc1807c8473d1e",0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0
"215","2b07110b4f28ab3f99f5fc9b443fbc7a69f151f6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0
"216","2b3e350b9c1adabb7ce52fb2af3b92f18dbd8417",0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
"217","2b772aaf91f3f938fb8ca5a6ccfc7e2a268e6215",0,0,0,0,0,186,0,0,0,0,0,0,0,0,0,0,0
"218","2bbe2be7f4ad400016eff63bdd646252f1bd5f57",0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
"219","2bbe85234a0f150c40801bffc14e46a9159c37e6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0
"220","2c1ded3dc2e574045d10e3ebeda2f722ca4c03d3",0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0
"221","2c5af83386304c4b0253504cb359f6bf3c898c16",0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0
"222","2c86aab8576add61a70d6244c47dd27c038aa25e",0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0
"223","2c8a22025ef6e3e569393f1fa8b80530c9ddb0d5",0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
"224","2cb9de3028c0e175cc71bffdb035f28c4026e419",0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
"225","2cc2cf417338b1637b18f3955dc7c2961d1ac608",0,0,0,0,0,0,0,620,0,0,406,0,182,0,427,0,0
"226","2ce37df38c348dfd6926eb78c19b698b6a85d886",0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0
"227","2cfd457adc6936d89195dd4765ae81286f8b0ed5",792,0,2985,315,130,0,2426,355,0,0,982,0,0,412,0,44,0
"228","2d46dfd45ef389e26dc9aa11620f8968f9e30ee5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"229","2d5083d7cfd341f0c663f256c8d1c1d236bdf04c",0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
"230","2d830c73c59d00458eb975ff2786a28e19e7778c",38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"231","2e46f9be10f6c3fe32646ff7213f9a80843c7e41",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278
"232","2e5021d24996d34b20d1072e69be8d3b89ee3b31",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"233","2e7fd9b83cde32c49dd67fab73609fefc6b7bec1",0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"234","2eb0f5e42e86b60badd1cd831d053339ceeaf8f8",0,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0
"235","2eb738c3487b2d23e10e53d29610b8d1c1e4fecb",0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0
"236","2ec2eab7d994894cff411bfe442d3503257729ee",62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"237","2eca90c932e83ebcfed3a6b74d26035cd90a110f",0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
"238","2f70a354cd905fd309a50f5ce14c343d62301677",0,0,0,0,4,16,0,5,0,0,0,0,0,0,0,0,0
"239","2f9a39c8d8b69f7eedcd3582326b652370ce2ab1",0,0,2473,20208,0,0,0,2412,0,0,0,0,23,2647,0,5046,0
"240","30305359d96310766f4c2fd4fb8385e2c628f86f",0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"241","3035175f9bf1f4c36285cd4568318b9f39c72a94",0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0
"242","3035740a81c64866ad26ac5c9d408783b655d5f6",0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0
"243","3091983d47fb91f0230f48657e80d1e30d75bc4d",174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"244","309dace1f4e6774d9d46e053bf6dc9b0e7a0f9c2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
"245","30d2bbcccab6a46153e7e4cda39306fd19552a0d",0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0
"246","30d334ec7eb246c6b6ff0f4a34a7d6e6956d6b46",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"247","31433bd6176885d273f84dca2df2d36aae98091e",0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
"248","314bd4b10267beee8b1142d9ee77ca87f0c1151c",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"249","32592cd656c827346423093e2e390b39b13dfab3",0,711,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0
"250","3278c3d6e0d5abd1ac4da1bedb06497758ecd457",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"251","328c7b8928c7043219cc2804267f8c3bffe8343c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"252","3295752a0e23c38ca91766afff6878c18041e839",0,0,0,0,0,0,125,193,0,0,0,0,0,0,194,0,16
"253","3297f050f33d99fd77a9ac56d8d3f09bc42b5ff2",0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
"254","32c7429ef986d3d6e6568889cab2755dd190fdbc",0,0,80,0,16,0,0,51,0,0,133,0,0,0,0,0,0
"255","32ff64311ff9c3b708420a4f58d03688d0ecf119",0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0
"256","3313fe019fff35868a394d3d3080d2479f74a04c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"257","33174a37b1cd910c021ceb1b29187e3e61fe22db",0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
"258","3322457481f71e3e3a07f37dc7720e579cb12939",0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
"259","335ea4e6268e3d078a2c8cdab0e03b32fa5553d6",0,0,0,0,0,0,0,0,0,0,0,237,0,0,0,0,0
"260","336ec8c1679ed2e11aa01173187f551ee8683850",0,0,0,0,0,0,0,0,0,10,15,0,0,5,8,35,0
"261","3373a3044958b35af3cd565a19bce577eef3fa05",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"262","33839e927895fe65dd93c481f467024b5ba0e3bf",0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"263","33ac473de65e6ea99c3a268e16756e4a5d4db6c4",0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0
"264","33f2049df73abee355aaf102f1c6c31652f4daa5",0,0,8,0,105,0,0,0,0,0,0,0,0,0,0,0,0
"265","3417bf2a773c995a3fac0af32e826017889e3d3c",0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0
"266","341d37f9958a54163d7987e0dc5bb17818c5c7d8",0,0,128,119,0,0,35,0,0,0,0,0,0,347,0,675,0
"267","3462c695fd401fbe78d8370d7fe70f2568f5a53e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"268","348bd27d3eda1444a0855cfa0248f6887759ed33",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"269","3519554e76c8a3bfe0a04d2efe4efbf553122fe7",0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
"270","3526cee34012bd1312b39d645096494582d29248",0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0
"271","3534d7ff6c0a0e7f9ccce74e11b0169a122e6de2",0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0
"272","3550629c650c6b67a84599233ba1edaa4bada459",0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0
"273","35693ec6ee44cb69ed82873439306b8d02c7432c",0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0
"274","35b8eccada72da13190ddfa8b2116cad0f9fa244",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"275","3618255c70c874ff1dd8bc358a61e0928b1afbdb",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"276","363a7fed6b4ef59f0d3847483c765d95cd1bc297",0,0,18,0,0,0,0,0,0,0,0,0,99,0,0,0,0
"277","3666ebe1ad068b2bd1b19d0e8a6669161293edee",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"278","366bcd23a104bbca5cc64b6ce7fb0156ce975c1c",0,0,0,0,0,0,721,0,0,0,0,0,0,0,0,0,0
"279","36aadfa5173d659ce609a147fccbb3730eeb0224",0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0
"280","36e29daa2bef93f823a4e03a18bfb044aa012167",0,0,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0
"281","36f9fba326bb26e5601094cb097b21e56cf66649",0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0
"282","377aa2639436fd23a880c122b6fffd0375569c33",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"283","379588626c0b4d3e505576b682b3aaceb52cccaa",0,0,0,0,0,0,0,236,0,0,0,0,0,0,0,0,0
"284","37fb916c771edbe28f8d2c2583226b7d65e74116",0,0,9,0,0,0,0,266,0,0,0,33,0,55,0,0,3
"285","380acd4015e9bd667d77213d6a118665673a882a",0,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0
"286","381610426e31b112903a2b0c51b0fbe9dbe1a6ba",0,5,0,0,208,0,24,200,2619,1912,0,362,7,0,2,0,0
"287","3825dc69109745dde87146e1cd52de6e42743ca7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1020,0,0
"288","383d60e63381e34e449d41920df816955b6ee59d",0,0,0,0,0,0,0,0,0,0,0,0,239,0,0,0,0
"289","385097c14a80038cf02b8cfb4df23dda9e5499db",0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
"290","3855bfab8b2afdb2b740530c990e9a2535c5a15b",1974,0,4378,188,116,0,4837,345,0,0,1184,0,0,323,0,0,0
"291","387d4852e3e92fa092e4d58207f93a07a1040fd7",4,0,0,0,1503,0,0,52,0,0,0,0,0,0,0,0,0
"292","387f4fa9b279f0d69c868c2e14dffb6da33632e9",0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0
"293","388725f240f778bbad66a1a652b752a88fd3956a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"294","3899161619fac8dbe36a6bc60f81ce9bf36d9091",0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
"295","38c51aa2f86cc14ce0f051e24b4841b9f19ecd3a",0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,0,0
"296","3907c0c3540893fea852cf1e2e15ee876e097dc1",0,0,1004,493,0,0,42,11544,0,0,78,0,0,202,0,614,0
"297","3949ba94f0477add06d64a4ce6018ac190c245c1",141,0,411,0,414,0,0,99,0,0,43,0,0,0,0,0,0
"298","3981e4230f67261795266f1c6c06c15710ffd312",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"299","399d94923fa3de4d3479bfecdc1edf6c539b8a3e",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"300","399fde182583e8764586c2d26fc644418a2b79a0",0,0,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0
"301","39da2ff9b6760938e874225437887ce1f3fe08ab",0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0
"302","3a2d8729377387bb0d1f17479047aef1b995af1e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"303","3a4660f8928b0bba5379764b63c8f98ae30a1d3b",784,0,2458,0,1089,0,867,3209,0,0,324,0,0,0,0,0,0
"304","3a57a5f86db3965ba7c713dce0753a65913de6d0",0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0
"305","3a7c698a38f760bccb4381b3ff98dec1468bda94",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"306","3ae55dca90a0d562c35a82e1780ac82a6ee34634",0,0,0,0,0,0,0,0,0,0,1478,0,0,0,0,0,0
"307","3afafb22f0302e90e29ce4691f9ac93724fd52aa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
"308","3b2506209cc40910a400d23b8a9b563004c8f2ad",0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
"309","3b40106afbb37d7c187b02f596332415ddc60eb2",14,0,23,0,0,0,0,0,0,0,0,0,0,22,0,0,0
"310","3b46a0689c4dc296a5046eb3cfb003a0ca04e7fe",0,0,294,0,64,0,7,251,0,0,418,0,0,0,0,0,0
"311","3b4deef68ab606924924048c116ef0c7c34ec1f4",7,0,0,0,117,0,0,10,0,0,0,0,0,0,0,0,0
"312","3b7660bea774cac9eefcf95d071bec2f8390d7a7",0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0
"313","3b9fbbe37db8fc9143c0017bf4d4bf63f23fface",0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0
"314","3c18cb8f118ca4f8c0c93450cf42878d24ec08f6",0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
"315","3c32d58513825484c47705b7d424175ab81ca09e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"316","3c45dc285364fe919ca1bb543306710964fe1eb2",0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0
"317","3cbb3d1ea5efe3bb6fd4d7c0492231b0579c7d05",0,0,0,0,0,0,0,0,0,1345,0,0,0,0,0,0,0
"318","3cdf5afb11e35909f8b39f5232506fa52692f0ad",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
"319","3d20908a2f32bc5cfcafc1c2b5fa5f14a0926023",0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0
"320","3d4c7bf994604415ffa72125024322f6f05c79c0",0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0
"321","3d661f1d8b1f282d3c1d6ec0c3218b71d5ab92fd",0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0
"322","3d73eb08d6e9d25905144b6341f08ad11f633762",0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0,0
"323","3daf540fe17fb08961809e362c343a34876e5ef7",0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"324","3e14dac7105fa108fc60b0e6f143d3d16c931afa",0,0,0,0,0,0,0,0,0,0,3,3,2,0,0,0,0
"325","3e2ac8688f7a199471934f3d8a14f41e545ec98d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"326","3eafdd7e0292677d65676b2e27b59fb00503f03a",0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0
"327","3ebe763dad94716c53b6402a986142c429796f35",0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
"328","3ee6b510572d6e1b7383d68344ead7b479c01cb5",0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"329","3efc3bd932f5238a77694e73a5d01279ca415438",0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
"330","3f262cc0f2010d67b0b6209d0f5d87f02de207c5",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"331","3f42e5232e8b6a4552895a81fc2e6c42712289cc",0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"332","3f86128038df5b6550d514f451cec30a914f17a5",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"333","3fa61d50fd4949e0d04c0b48f09576ec54f63232",772,112,253,84,510,0,0,0,0,94,91,0,0,0,105,0,0
"334","3fdfd5cae5ad9abd680b01523b895198661a1c47",50,0,26,0,33,0,46,283,0,24,40,0,0,95,0,0,0
"335","3fe4ee061a46393c620f0a6261a3a85992ed30aa",0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0
"336","3fecbcbcacde563e6e2978b33c2dbf6ad415183a",0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
"337","400f599406f49445cff5fdbfa94c51fb02697f0d",0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0
"338","40363c0ad68d2a4c24210270dc6c03bf909874d3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0
"339","4056b86a4909ebbcc014a59a7522d08ddce0ae43",0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0
"340","40778bc9ba7406a77e28e7dcb0fa42272ce93a07",0,0,0,0,0,0,0,0,0,0,0,292,0,0,0,0,0
"341","4078999d1893c901da93d943a448de56230f53fc",0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"342","40812be5fec9ade5ac2eed5e8171fae1de9239d3",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"343","40f7b4eaf53b5bd7e72d4267bc9f0894652f0d60",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"344","414dd518723569a7df72d9b9c41060262f67a121",0,0,0,0,1079,0,0,0,0,0,0,0,0,0,0,0,0
"345","41524d65ffc50db7ea53feff58c23e1fbb896e90",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"346","41b4ea9b5400d76bcca60a934955e7a9e2478492",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"347","41fa2c3e1da25cf0d8f82240e75d2f319964f433",0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0
"348","420ce88f2d5c395dee273ad83ab58e415e821a8d",165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"349","420fd9cad64f551de9a134b95909ea31d66bc864",0,295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"350","42166ee8d183f2937c6a018ded42314453856b82",0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0
"351","423f318e1ce2c7c7032403e935963ef56fc4bc1d",0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"352","4301aa709a5c37e940a5da9c6fd2901d1212a08f",0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0
"353","4315189e3f2ee3d0bb1cebfb42fc9dfdaf4e3799",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"354","435d12f9b55f2b4cff54c48e0c3ae6b0482cb17c",0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0
"355","445ddbfaee1ead7545459cff31d251a75a0e7b8a",0,0,0,0,0,911,0,0,47,0,0,0,0,0,0,0,0
"356","4465e633f1396176e5ebbc1b116f95d3f6aef246",0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0
"357","44ad0d6317bde4c8762d1bf9fc8268bc0e9f5bd5",0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0
"358","45218bbce4a242b369b1f75feae1df4199ce3184",0,0,0,0,0,6,0,1124,451,0,0,0,0,0,0,0,0
"359","4542bee4db4c3075a68a0a82768eab3497580077",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"360","4559868c419f4d52aeb868b24256da0ca919121c",0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0
"361","45bd7533ce3843fd38aeca890bbc9e687e15d154",0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0
"362","45e167fcacbae88a34c6e2c5bce557a37be05197",0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0
"363","466f18eba67251ae008a908fd12893b7a8e499b6",0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,0
"364","46e957c7ad8a17e092513da3eda9020a3dd979ee",0,0,0,0,0,0,0,0,0,0,472,0,0,0,0,0,0
"365","46f27f2f56e61a28864cdb558572ac9e8bdbb3c8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"366","47542f37afa05f5a97cfbf9d85b53c254c085a78",0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"367","47781f1ee1db40f0a212e9cf93cffb6cb23b3a39",0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
"368","477af90a53bb0e8101f6e586b3db841f691179a8",124,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0
"369","47b5c644f47ea6620b5f390cb5d67331fd227a87",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
"370","47ed7fc2a745ccbfd0d33c245e47ca4d7994a0e1",0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0
"371","47fee77eb15aeb9efa7931aa8ff1bf58daa8e10c",0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"372","480d1dea9011d1cc2245848129d9a0f03f62106d",0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0
"373","488aa3e72b8caa6e6f342c6c39b4b2da653cdf72",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"374","48b55739fcee81696785eb988a3ad96d7d0e82fc",0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0
"375","48bcddb0b8280a56a7dd16bd156c37a912b7415b",0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
"376","48bee2286ca00da1335d3a0911ea483084f2c993",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"377","4956c27b442b6765e54667373f4ff3352ca0cc1c",0,66,36,0,0,0,0,0,0,0,0,0,229,0,0,0,339
"378","49582f242f79e29522592a770eb9eaa7ff0c0d7b",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"379","499488cac0be3a2185ce9f654a389130100bac2f",0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"380","49ac039933a1583c1922b06dd6145664ca181520",0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0
"381","49acecd02ccd5770ea0f75f351550aa447901a5c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"382","49b90024154644c1902b93b249a99b6dd3f0be59",0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0
"383","49bcaed11ac08b2ce1f2a34e603bfe841d44a23f",0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
"384","49dd1d8ffc0ebbc88a88afa525f38ec83f214c0c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0
"385","4a098d8fd5715e31fd04b8c32cee46c09705edc7",0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0
"386","4a3e267850654631f5f9cc9fc30d545a018fd1b9",0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
"387","4a6b23355460f45469c8596b6c1d8e4345297726",0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0
"388","4a796656ca4561a11f554c3df10212368fee3186",0,0,0,0,0,0,0,0,0,0,0,0,0,159,0,0,0
"389","4ab36bd9faab36f0e5fc83aca588e95a7d489f61",0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0
"390","4b8d944930dce2b03f0d6a358e28924ce6c743d8",0,0,0,0,0,0,0,189,0,0,0,0,0,0,0,0,0
"391","4bcae5546703ab4ffc63a9171a494f13bb231550",0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0
"392","4be4d36fb95d2c585760becf90bc1f0980912ce2",0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0
"393","4c23922ac5270945975a10c2e85dce4f397ee20f",0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0
"394","4ceab712ceda1308278305c3dc5fbf316976af88",0,0,0,0,0,0,0,219,0,0,0,0,0,0,0,0,0
"395","4cfdf4574c261a8f9e884fa3b5d728bd8bda0e67",0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0
"396","4d6c18d573cf141ee2f1a6b05d5ffb95485f482f",0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0
"397","4d9100e63051762463a3bec0e0ffb409069887b4",0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
"398","4dbdc9b023c5d3ceda488650fbd338ef96f092d7",0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
"399","4e1b4d208ed487bd98ef7798d68eabf72748ab5a",0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0
"400","4e2ebc14fa946d9cd6abf9cee722a6d797ce569c",0,0,0,0,0,0,32,0,0,0,26,0,0,0,0,0,0
"401","4e7871e621d6b3a81bd722b4894c85bb0c73463b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0
"402","4ec8d9d384e15fa5a353b5d1cd769ee07c655c54",0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0
"403","4f1941d0bfc10715082b44cecf5b24c35382c975",0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0
"404","4f2327009bca5c3fe9bcbada8ff3b335b8af6295",0,50,22,0,0,0,26,178,0,0,0,0,0,8,0,0,0
"405","4f72fcbbf82e7b0b75be2001a67f81c61d33a5fd",0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0
"406","4f84f18f5738d6023ed5f2efded48cf34ea1bb2d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0
"407","4fa67c9310e6840610bae14c471bf22d5f9148bb",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
