"","X","coord","sample","p2.5","p25","p50","n_reads","p75","p97.5","cycle_num","size","replicate"
"363",363,"seq_23_Calanoida.Metridia pacifica.b0c15",1,7.37574312271009e-06,0.00068391543703273,0.00368104057348273,0.013987132881178,0.0132353707136537,0.0959214996140467,0,"1-2mm","predicted C2.T9.H19_S3"
"364",364,"seq_21_Calanoida.Calanus.9b9f6",1,2.39123122338817e-06,0.000225043839212653,0.00137979715160107,0.00629909572062006,0.00606600918400102,0.0439133607621065,0,"1-2mm","predicted C2.T9.H19_S3"
"365",365,"seq_27_Calanoida.Pleuromamma.fa735",1,2.19757528364319e-07,4.13281956648701e-05,0.000358495143934937,0.00596603949186009,0.00234146127163655,0.0451903256348264,0,"1-2mm","predicted C2.T9.H19_S3"
"366",366,"seq_24_Calanoida..bb435",1,3.47506166184613e-06,0.00018021336376801,0.000857372331423244,0.00545433063349798,0.00360326498774384,0.0375537441244752,0,"1-2mm","predicted C2.T9.H19_S3"
"367",367,"seq_18_Calanoida.Calanus helgolandicus.78f54",1,6.01737776050757e-07,3.92499305572893e-05,0.000276676372057298,0.00453903142498563,0.00179227213714461,0.0399529984092202,0,"1-2mm","predicted C2.T9.H19_S3"
"368",368,"seq_13_Calanoida..562a6",1,2.16872331727953e-06,0.000103468377838829,0.000591420288830429,0.00354030148712815,0.00249200114017768,0.02502692709397,0,"1-2mm","predicted C2.T9.H19_S3"
"369",369,"seq_14_Calanoida.Calanus.5c28f",1,5.25753752417243e-06,0.000181593368944719,0.000847322794788814,0.00334468792001551,0.00324124599834786,0.0220957747445939,0,"1-2mm","predicted C2.T9.H19_S3"
"370",370,"seq_9_Euphausiacea..3907c",1,6.86022063634589e-10,2.91423420346549e-07,5.21765727848473e-06,0.00321944703101641,7.64652438924352e-05,0.0107930733777757,0,"1-2mm","predicted C2.T9.H19_S3"
"371",371,"seq_25_Calanoida..e01f9",1,3.17081865366809e-07,3.92690362929869e-05,0.000287654258268952,0.00210003330027836,0.00157948925758767,0.0166713893504672,0,"1-2mm","predicted C2.T9.H19_S3"
"372",372,"seq_7_Calanoida.Calanus helgolandicus.341d3",1,1.08649461900151e-07,1.85088413486521e-05,0.00018794859161385,0.00191651842891971,0.00119760416818126,0.0147867601454358,0,"1-2mm","predicted C2.T9.H19_S3"
"373",373,"seq_5_Calanoida.Metridia pacifica.2cfd4",1,4.01045424592414e-07,2.79283595607128e-05,0.000178758205331599,0.00144952993996223,0.00094109707908647,0.011240042351409,0,"1-2mm","predicted C2.T9.H19_S3"
"374",374,"seq_17_Calanoida.Calanus helgolandicus.6e6b2",1,2.67771126903395e-07,2.73831593814978e-05,0.000182157890378318,0.00105637836748308,0.000907065273537518,0.00765319010695598,0,"1-2mm","predicted C2.T9.H19_S3"
"375",375,"seq_26_Calanoida.Metridia pacifica.e1993",1,2.47229838269157e-07,1.72726978808365e-05,0.000119364665616457,0.00105043057725701,0.000652487460202585,0.00834064614178227,0,"1-2mm","predicted C2.T9.H19_S3"
"376",376,"seq_29_.NA.other",1,5.69286780548873e-08,4.21823457935989e-06,2.33658387958993e-05,0.000229802195088918,0.000110152783804882,0.00174064925015103,0,"1-2mm","predicted C2.T9.H19_S3"
"377",377,"seq_11_Calanoida.Calanus helgolandicus.50ae1",1,1.22044447387984e-09,4.07734724197019e-07,5.13890708646173e-06,0.000184580123960111,4.88128395943159e-05,0.00149458113561757,0,"1-2mm","predicted C2.T9.H19_S3"
"378",378,"seq_29_.NA.other",NA,NA,NA,NA,0.5997171145686,NA,NA,30,"1-2mm","C3.T6.H25_S3.1"
"379",379,"seq_27_Calanoida.Pleuromamma.fa735",NA,NA,NA,NA,0.278995756718529,NA,NA,30,"1-2mm","C3.T6.H25_S3.1"
"380",380,"seq_6_Euphausiacea..2f9a3",NA,NA,NA,NA,0.0926449787835926,NA,NA,30,"1-2mm","C3.T6.H25_S3.1"
"381",381,"seq_24_Calanoida..bb435",NA,NA,NA,NA,0.0222772277227723,NA,NA,30,"1-2mm","C3.T6.H25_S3.1"
"382",382,"seq_10_Calanoida.Metridia pacifica.3a466",NA,NA,NA,NA,0.00636492220650637,NA,NA,30,"1-2mm","C3.T6.H25_S3.1"
"383",383,"seq_1_Calanoida.Rhincalanus.1784e",NA,NA,NA,NA,0,NA,NA,30,"1-2mm","C3.T6.H25_S3.1"
"384",384,"seq_2_Calanoida.Rhincalanus.1c13e",NA,NA,NA,NA,0,NA,NA,30,"1-2mm","C3.T6.H25_S3.1"
"385",385,"seq_3_Calanoida.Metridia pacifica.21ed1",NA,NA,NA,NA,0,NA,NA,30,"1-2mm","C3.T6.H25_S3.1"
"386",386,"seq_4_Calanoida.Eucalanus californicus.247f0",NA,NA,NA,NA,0,NA,NA,30,"1-2mm","C3.T6.H25_S3.1"
"387",387,"seq_5_Calanoida.Metridia pacifica.2cfd4",NA,NA,NA,NA,0,NA,NA,30,"1-2mm","C3.T6.H25_S3.1"
"388",388,"seq_7_Calanoida.Calanus helgolandicus.341d3",NA,NA,NA,NA,0,NA,NA,30,"1-2mm","C3.T6.H25_S3.1"
"389",389,"seq_8_Calanoida.Metridia pacifica.3855b",NA,NA,NA,NA,0,NA,NA,30,"1-2mm","C3.T6.H25_S3.1"
"390",390,"seq_9_Euphausiacea..3907c",NA,NA,NA,NA,0,NA,NA,30,"1-2mm","C3.T6.H25_S3.1"
"391",391,"seq_11_Calanoida.Calanus helgolandicus.50ae1",NA,NA,NA,NA,0,NA,NA,30,"1-2mm","C3.T6.H25_S3.1"
"392",392,"seq_12_Calanoida..5153f",NA,NA,NA,NA,0,NA,NA,30,"1-2mm","C3.T6.H25_S3.1"
"393",393,"seq_13_Calanoida..562a6",NA,NA,NA,NA,0,NA,NA,30,"1-2mm","C3.T6.H25_S3.1"
"394",394,"seq_14_Calanoida.Calanus.5c28f",NA,NA,NA,NA,0,NA,NA,30,"1-2mm","C3.T6.H25_S3.1"
"395",395,"seq_15_Calanoida..6950a",NA,NA,NA,NA,0,NA,NA,30,"1-2mm","C3.T6.H25_S3.1"
"396",396,"seq_16_Calanoida.Metridia pacifica.6b976",NA,NA,NA,NA,0,NA,NA,30,"1-2mm","C3.T6.H25_S3.1"
"397",397,"seq_17_Calanoida.Calanus helgolandicus.6e6b2",NA,NA,NA,NA,0,NA,NA,30,"1-2mm","C3.T6.H25_S3.1"
"398",398,"seq_18_Calanoida.Calanus helgolandicus.78f54",NA,NA,NA,NA,0,NA,NA,30,"1-2mm","C3.T6.H25_S3.1"
"399",399,"seq_19_Calanoida.Calanus helgolandicus.894f7",NA,NA,NA,NA,0,NA,NA,30,"1-2mm","C3.T6.H25_S3.1"
"400",400,"seq_20_Calanoida.Metridia pacifica.97d59",NA,NA,NA,NA,0,NA,NA,30,"1-2mm","C3.T6.H25_S3.1"
"401",401,"seq_21_Calanoida.Calanus.9b9f6",NA,NA,NA,NA,0,NA,NA,30,"1-2mm","C3.T6.H25_S3.1"
"402",402,"seq_22_Calanoida.Pleuromamma.a32d2",NA,NA,NA,NA,0,NA,NA,30,"1-2mm","C3.T6.H25_S3.1"
"403",403,"seq_23_Calanoida.Metridia pacifica.b0c15",NA,NA,NA,NA,0,NA,NA,30,"1-2mm","C3.T6.H25_S3.1"
"404",404,"seq_25_Calanoida..e01f9",NA,NA,NA,NA,0,NA,NA,30,"1-2mm","C3.T6.H25_S3.1"
"405",405,"seq_26_Calanoida.Metridia pacifica.e1993",NA,NA,NA,NA,0,NA,NA,30,"1-2mm","C3.T6.H25_S3.1"
"406",406,"seq_28_Calanoida..ff62c",NA,NA,NA,NA,0,NA,NA,30,"1-2mm","C3.T6.H25_S3.1"
"407",407,"seq_6_Euphausiacea..2f9a3",1,7.9202196662013e-05,0.0278360217705215,0.29614113434649,0.411978599322261,0.82786781881074,0.997607617264159,0,"1-2mm","predicted C3.T6.H25_S3"
"408",408,"seq_22_Calanoida.Pleuromamma.a32d2",1,1.51256781346056e-05,0.00338217229476196,0.0284850635739125,0.0992723452905858,0.125248921965048,0.583552214550984,0,"1-2mm","predicted C3.T6.H25_S3"
"409",409,"seq_20_Calanoida.Metridia pacifica.97d59",1,4.1610369076435e-06,0.00114338009929224,0.0121972963797673,0.078049088640227,0.0762524360537056,0.575410453076887,0,"1-2mm","predicted C3.T6.H25_S3"
"410",410,"seq_15_Calanoida..6950a",1,2.96073860459936e-06,0.000933755674126465,0.0099353733872133,0.0647061106321472,0.058639961440171,0.514885767431925,0,"1-2mm","predicted C3.T6.H25_S3"
"411",411,"seq_27_Calanoida.Pleuromamma.fa735",1,5.03846305567577e-06,0.000769804991107826,0.00696008546351403,0.0560079393721106,0.0411897411415497,0.485292464117987,0,"1-2mm","predicted C3.T6.H25_S3"
"412",412,"seq_12_Calanoida..5153f",1,2.17468381522125e-07,0.000118080097422396,0.00194494665632694,0.0556693035739051,0.0261495292648647,0.542270979655409,0,"1-2mm","predicted C3.T6.H25_S3"
"413",413,"seq_10_Calanoida.Metridia pacifica.3a466",1,1.2241605227335e-06,0.000444254821408336,0.00473418539926888,0.0516667320298384,0.0311981750721687,0.502666662898299,0,"1-2mm","predicted C3.T6.H25_S3"
"414",414,"seq_19_Calanoida.Calanus helgolandicus.894f7",1,2.00101643448824e-06,0.000307485396833856,0.00273699595251183,0.0409027852226255,0.0197677499590142,0.417226068172454,0,"1-2mm","predicted C3.T6.H25_S3"
"415",415,"seq_4_Calanoida.Eucalanus californicus.247f0",1,1.11553804510473e-06,0.000179720502097187,0.00177095982126351,0.0246171330676925,0.013067546671301,0.225649050769075,0,"1-2mm","predicted C3.T6.H25_S3"
"416",416,"seq_24_Calanoida..bb435",1,3.65798703921146e-06,0.000322427957495562,0.00226833719798147,0.0214541224565844,0.012718761627853,0.191308557579818,0,"1-2mm","predicted C3.T6.H25_S3"
"417",417,"seq_3_Calanoida.Metridia pacifica.21ed1",1,8.74640041914588e-10,4.09606464365895e-06,0.000152621803936814,0.0208931872444523,0.00354577140836503,0.2365947405065,0,"1-2mm","predicted C3.T6.H25_S3"
"418",418,"seq_16_Calanoida.Metridia pacifica.6b976",1,2.13088234994778e-08,1.75091166147079e-05,0.000316613515230683,0.0150867352268857,0.00427737896347738,0.162665793604874,0,"1-2mm","predicted C3.T6.H25_S3"
"419",419,"seq_8_Calanoida.Metridia pacifica.3855b",1,9.5304371796992e-08,2.35045979181636e-05,0.000302758892510669,0.0129794999071045,0.00324962907408992,0.129735672826236,0,"1-2mm","predicted C3.T6.H25_S3"
"420",420,"seq_1_Calanoida.Rhincalanus.1784e",1,2.78144990806544e-09,4.10552134164918e-06,0.000117301352390236,0.0121376027438862,0.00254741929741442,0.133746175032039,0,"1-2mm","predicted C3.T6.H25_S3"
"421",421,"seq_23_Calanoida.Metridia pacifica.b0c15",1,4.75982015653844e-07,0.000104542616209551,0.000862268848980013,0.00734264115704801,0.00451623241122022,0.0601436692244777,0,"1-2mm","predicted C3.T6.H25_S3"
"422",422,"seq_2_Calanoida.Rhincalanus.1c13e",1,7.72673605293374e-13,1.09954770264297e-08,1.00782018410964e-06,0.0068880365519197,5.57367695355928e-05,0.0384280512198816,0,"1-2mm","predicted C3.T6.H25_S3"
"423",423,"seq_13_Calanoida..562a6",1,1.13924981860245e-07,2.01960653017471e-05,0.000232256407820499,0.00599562768437437,0.00197584819379887,0.0481866155879481,0,"1-2mm","predicted C3.T6.H25_S3"
"424",424,"seq_28_Calanoida..ff62c",1,1.16555911576573e-07,2.70207071275781e-05,0.000312259295970647,0.00576924949904839,0.0026425450466645,0.0495730319475462,0,"1-2mm","predicted C3.T6.H25_S3"
"425",425,"seq_21_Calanoida.Calanus.9b9f6",1,1.60591845509228e-08,6.0602230114182e-06,8.21475809280244e-05,0.00207811518574257,0.000790293933165435,0.0188008954349962,0,"1-2mm","predicted C3.T6.H25_S3"
"426",426,"seq_18_Calanoida.Calanus helgolandicus.78f54",1,5.00882542156076e-09,1.27733243602086e-06,1.59287826175981e-05,0.00165983104794345,0.000192906485044846,0.0110452409194902,0,"1-2mm","predicted C3.T6.H25_S3"
"427",427,"seq_9_Euphausiacea..3907c",1,7.85914889035453e-13,2.65979845161428e-09,1.2819677291431e-07,0.00137116042702791,4.19397484776408e-06,0.00226845933207404,0,"1-2mm","predicted C3.T6.H25_S3"
"428",428,"seq_14_Calanoida.Calanus.5c28f",1,1.2586291361503e-07,1.13798504007138e-05,8.4849409971175e-05,0.00100276454713883,0.000483726830171243,0.00830251325456094,0,"1-2mm","predicted C3.T6.H25_S3"
"429",429,"seq_7_Calanoida.Calanus helgolandicus.341d3",1,2.64024601158576e-10,2.44164286115102e-07,5.84669019958635e-06,0.000734513499615546,9.92578338009044e-05,0.00616209365622565,0,"1-2mm","predicted C3.T6.H25_S3"
"430",430,"seq_25_Calanoida..e01f9",1,1.42342128292006e-09,7.21966410156168e-07,1.2116662799983e-05,0.000654333098433208,0.000143160632716906,0.00531304552005662,0,"1-2mm","predicted C3.T6.H25_S3"
"431",431,"seq_5_Calanoida.Metridia pacifica.2cfd4",1,1.12427823507469e-09,3.46950258916461e-07,4.85049857657995e-06,0.000306861221548963,4.94088580376806e-05,0.00200304469344641,0,"1-2mm","predicted C3.T6.H25_S3"
"432",432,"seq_29_.NA.other",1,9.90863178572911e-09,1.29178606312474e-06,1.12002072856578e-05,0.000256186055450095,7.29987565839823e-05,0.00168595054313242,0,"1-2mm","predicted C3.T6.H25_S3"
"433",433,"seq_17_Calanoida.Calanus helgolandicus.6e6b2",1,7.82154009458404e-10,3.10035274098536e-07,4.9306589117272e-06,0.00021166440901385,5.43239413331516e-05,0.00172209120239858,0,"1-2mm","predicted C3.T6.H25_S3"
"434",434,"seq_26_Calanoida.Metridia pacifica.e1993",1,3.92629606583166e-10,1.50543972697378e-07,2.31321568014107e-06,0.000193388167887976,2.75297582830377e-05,0.00138172250176911,0,"1-2mm","predicted C3.T6.H25_S3"
"435",435,"seq_11_Calanoida.Calanus helgolandicus.50ae1",1,4.51591680598926e-12,7.26163537203901e-09,2.00170114753632e-07,0.000114442717500989,3.89804278875681e-06,0.000581948229633298,0,"1-2mm","predicted C3.T6.H25_S3"
"436",436,"seq_29_.NA.other",NA,NA,NA,NA,1,NA,NA,30,"1-2mm","C3.T7.H26_S3.1"
"437",437,"seq_29_.NA.other",NA,NA,NA,NA,1,NA,NA,30,"1-2mm","C3.T7.H26_S3.3"
"438",438,"seq_29_.NA.other",NA,NA,NA,NA,0.999814424596523,NA,NA,30,"1-2mm","C3.T7.H26_S3.2"
"439",439,"seq_11_Calanoida.Calanus helgolandicus.50ae1",NA,NA,NA,NA,5.98630333796274e-05,NA,NA,30,"1-2mm","C3.T7.H26_S3.2"
"440",440,"seq_17_Calanoida.Calanus helgolandicus.6e6b2",NA,NA,NA,NA,5.38767300416647e-05,NA,NA,30,"1-2mm","C3.T7.H26_S3.2"
"441",441,"seq_4_Calanoida.Eucalanus californicus.247f0",NA,NA,NA,NA,2.99315166898137e-05,NA,NA,30,"1-2mm","C3.T7.H26_S3.2"
"442",442,"seq_28_Calanoida..ff62c",NA,NA,NA,NA,2.3945213351851e-05,NA,NA,30,"1-2mm","C3.T7.H26_S3.2"
"443",443,"seq_25_Calanoida..e01f9",NA,NA,NA,NA,1.19726066759255e-05,NA,NA,30,"1-2mm","C3.T7.H26_S3.2"
"444",444,"seq_21_Calanoida.Calanus.9b9f6",NA,NA,NA,NA,5.98630333796274e-06,NA,NA,30,"1-2mm","C3.T7.H26_S3.2"
"445",445,"seq_1_Calanoida.Rhincalanus.1784e",NA,NA,NA,NA,0,NA,NA,30,"1-2mm","C3.T7.H26_S3.1"
"446",446,"seq_1_Calanoida.Rhincalanus.1784e",NA,NA,NA,NA,0,NA,NA,30,"1-2mm","C3.T7.H26_S3.2"
"447",447,"seq_1_Calanoida.Rhincalanus.1784e",NA,NA,NA,NA,0,NA,NA,30,"1-2mm","C3.T7.H26_S3.3"
"448",448,"seq_2_Calanoida.Rhincalanus.1c13e",NA,NA,NA,NA,0,NA,NA,30,"1-2mm","C3.T7.H26_S3.1"
"449",449,"seq_2_Calanoida.Rhincalanus.1c13e",NA,NA,NA,NA,0,NA,NA,30,"1-2mm","C3.T7.H26_S3.2"
"450",450,"seq_2_Calanoida.Rhincalanus.1c13e",NA,NA,NA,NA,0,NA,NA,30,"1-2mm","C3.T7.H26_S3.3"
"451",451,"seq_3_Calanoida.Metridia pacifica.21ed1",NA,NA,NA,NA,0,NA,NA,30,"1-2mm","C3.T7.H26_S3.1"
"452",452,"seq_3_Calanoida.Metridia pacifica.21ed1",NA,NA,NA,NA,0,NA,NA,30,"1-2mm","C3.T7.H26_S3.2"
"453",453,"seq_3_Calanoida.Metridia pacifica.21ed1",NA,NA,NA,NA,0,NA,NA,30,"1-2mm","C3.T7.H26_S3.3"
"454",454,"seq_4_Calanoida.Eucalanus californicus.247f0",NA,NA,NA,NA,0,NA,NA,30,"1-2mm","C3.T7.H26_S3.1"
"455",455,"seq_4_Calanoida.Eucalanus californicus.247f0",NA,NA,NA,NA,0,NA,NA,30,"1-2mm","C3.T7.H26_S3.3"
"456",456,"seq_5_Calanoida.Metridia pacifica.2cfd4",NA,NA,NA,NA,0,NA,NA,30,"1-2mm","C3.T7.H26_S3.1"
"457",457,"seq_5_Calanoida.Metridia pacifica.2cfd4",NA,NA,NA,NA,0,NA,NA,30,"1-2mm","C3.T7.H26_S3.2"
"458",458,"seq_5_Calanoida.Metridia pacifica.2cfd4",NA,NA,NA,NA,0,NA,NA,30,"1-2mm","C3.T7.H26_S3.3"
"459",459,"seq_6_Euphausiacea..2f9a3",NA,NA,NA,NA,0,NA,NA,30,"1-2mm","C3.T7.H26_S3.1"
"460",460,"seq_6_Euphausiacea..2f9a3",NA,NA,NA,NA,0,NA,NA,30,"1-2mm","C3.T7.H26_S3.2"
"461",461,"seq_6_Euphausiacea..2f9a3",NA,NA,NA,NA,0,NA,NA,30,"1-2mm","C3.T7.H26_S3.3"
"462",462,"seq_7_Calanoida.Calanus helgolandicus.341d3",NA,NA,NA,NA,0,NA,NA,30,"1-2mm","C3.T7.H26_S3.1"
"463",463,"seq_7_Calanoida.Calanus helgolandicus.341d3",NA,NA,NA,NA,0,NA,NA,30,"1-2mm","C3.T7.H26_S3.2"
"464",464,"seq_7_Calanoida.Calanus helgolandicus.341d3",NA,NA,NA,NA,0,NA,NA,30,"1-2mm","C3.T7.H26_S3.3"
"465",465,"seq_8_Calanoida.Metridia pacifica.3855b",NA,NA,NA,NA,0,NA,NA,30,"1-2mm","C3.T7.H26_S3.1"
"466",466,"seq_8_Calanoida.Metridia pacifica.3855b",NA,NA,NA,NA,0,NA,NA,30,"1-2mm","C3.T7.H26_S3.2"
"467",467,"seq_8_Calanoida.Metridia pacifica.3855b",NA,NA,NA,NA,0,NA,NA,30,"1-2mm","C3.T7.H26_S3.3"
"468",468,"seq_9_Euphausiacea..3907c",NA,NA,NA,NA,0,NA,NA,30,"1-2mm","C3.T7.H26_S3.1"
"469",469,"seq_9_Euphausiacea..3907c",NA,NA,NA,NA,0,NA,NA,30,"1-2mm","C3.T7.H26_S3.2"
"470",470,"seq_9_Euphausiacea..3907c",NA,NA,NA,NA,0,NA,NA,30,"1-2mm","C3.T7.H26_S3.3"
"471",471,"seq_10_Calanoida.Metridia pacifica.3a466",NA,NA,NA,NA,0,NA,NA,30,"1-2mm","C3.T7.H26_S3.1"
"472",472,"seq_10_Calanoida.Metridia pacifica.3a466",NA,NA,NA,NA,0,NA,NA,30,"1-2mm","C3.T7.H26_S3.2"
"473",473,"seq_10_Calanoida.Metridia pacifica.3a466",NA,NA,NA,NA,0,NA,NA,30,"1-2mm","C3.T7.H26_S3.3"
"474",474,"seq_11_Calanoida.Calanus helgolandicus.50ae1",NA,NA,NA,NA,0,NA,NA,30,"1-2mm","C3.T7.H26_S3.1"
"475",475,"seq_11_Calanoida.Calanus helgolandicus.50ae1",NA,NA,NA,NA,0,NA,NA,30,"1-2mm","C3.T7.H26_S3.3"
"476",476,"seq_12_Calanoida..5153f",NA,NA,NA,NA,0,NA,NA,30,"1-2mm","C3.T7.H26_S3.1"
"477",477,"seq_12_Calanoida..5153f",NA,NA,NA,NA,0,NA,NA,30,"1-2mm","C3.T7.H26_S3.2"
"478",478,"seq_12_Calanoida..5153f",NA,NA,NA,NA,0,NA,NA,30,"1-2mm","C3.T7.H26_S3.3"
"479",479,"seq_13_Calanoida..562a6",NA,NA,NA,NA,0,NA,NA,30,"1-2mm","C3.T7.H26_S3.1"
"480",480,"seq_13_Calanoida..562a6",NA,NA,NA,NA,0,NA,NA,30,"1-2mm","C3.T7.H26_S3.2"
"481",481,"seq_13_Calanoida..562a6",NA,NA,NA,NA,0,NA,NA,30,"1-2mm","C3.T7.H26_S3.3"
"482",482,"seq_14_Calanoida.Calanus.5c28f",NA,NA,NA,NA,0,NA,NA,30,"1-2mm","C3.T7.H26_S3.1"
"483",483,"seq_14_Calanoida.Calanus.5c28f",NA,NA,NA,NA,0,NA,NA,30,"1-2mm","C3.T7.H26_S3.2"
"484",484,"seq_14_Calanoida.Calanus.5c28f",NA,NA,NA,NA,0,NA,NA,30,"1-2mm","C3.T7.H26_S3.3"
"485",485,"seq_15_Calanoida..6950a",NA,NA,NA,NA,0,NA,NA,30,"1-2mm","C3.T7.H26_S3.1"
"486",486,"seq_15_Calanoida..6950a",NA,NA,NA,NA,0,NA,NA,30,"1-2mm","C3.T7.H26_S3.2"
"487",487,"seq_15_Calanoida..6950a",NA,NA,NA,NA,0,NA,NA,30,"1-2mm","C3.T7.H26_S3.3"
"488",488,"seq_16_Calanoida.Metridia pacifica.6b976",NA,NA,NA,NA,0,NA,NA,30,"1-2mm","C3.T7.H26_S3.1"
"489",489,"seq_16_Calanoida.Metridia pacifica.6b976",NA,NA,NA,NA,0,NA,NA,30,"1-2mm","C3.T7.H26_S3.2"
"490",490,"seq_16_Calanoida.Metridia pacifica.6b976",NA,NA,NA,NA,0,NA,NA,30,"1-2mm","C3.T7.H26_S3.3"
"491",491,"seq_17_Calanoida.Calanus helgolandicus.6e6b2",NA,NA,NA,NA,0,NA,NA,30,"1-2mm","C3.T7.H26_S3.1"
"492",492,"seq_17_Calanoida.Calanus helgolandicus.6e6b2",NA,NA,NA,NA,0,NA,NA,30,"1-2mm","C3.T7.H26_S3.3"
"493",493,"seq_18_Calanoida.Calanus helgolandicus.78f54",NA,NA,NA,NA,0,NA,NA,30,"1-2mm","C3.T7.H26_S3.1"
"494",494,"seq_18_Calanoida.Calanus helgolandicus.78f54",NA,NA,NA,NA,0,NA,NA,30,"1-2mm","C3.T7.H26_S3.2"
"495",495,"seq_18_Calanoida.Calanus helgolandicus.78f54",NA,NA,NA,NA,0,NA,NA,30,"1-2mm","C3.T7.H26_S3.3"
"496",496,"seq_19_Calanoida.Calanus helgolandicus.894f7",NA,NA,NA,NA,0,NA,NA,30,"1-2mm","C3.T7.H26_S3.1"
"497",497,"seq_19_Calanoida.Calanus helgolandicus.894f7",NA,NA,NA,NA,0,NA,NA,30,"1-2mm","C3.T7.H26_S3.2"
"498",498,"seq_19_Calanoida.Calanus helgolandicus.894f7",NA,NA,NA,NA,0,NA,NA,30,"1-2mm","C3.T7.H26_S3.3"
"499",499,"seq_20_Calanoida.Metridia pacifica.97d59",NA,NA,NA,NA,0,NA,NA,30,"1-2mm","C3.T7.H26_S3.1"
"500",500,"seq_20_Calanoida.Metridia pacifica.97d59",NA,NA,NA,NA,0,NA,NA,30,"1-2mm","C3.T7.H26_S3.2"
"501",501,"seq_20_Calanoida.Metridia pacifica.97d59",NA,NA,NA,NA,0,NA,NA,30,"1-2mm","C3.T7.H26_S3.3"
"502",502,"seq_21_Calanoida.Calanus.9b9f6",NA,NA,NA,NA,0,NA,NA,30,"1-2mm","C3.T7.H26_S3.1"
"503",503,"seq_21_Calanoida.Calanus.9b9f6",NA,NA,NA,NA,0,NA,NA,30,"1-2mm","C3.T7.H26_S3.3"
"504",504,"seq_22_Calanoida.Pleuromamma.a32d2",NA,NA,NA,NA,0,NA,NA,30,"1-2mm","C3.T7.H26_S3.1"
"505",505,"seq_22_Calanoida.Pleuromamma.a32d2",NA,NA,NA,NA,0,NA,NA,30,"1-2mm","C3.T7.H26_S3.2"
"506",506,"seq_22_Calanoida.Pleuromamma.a32d2",NA,NA,NA,NA,0,NA,NA,30,"1-2mm","C3.T7.H26_S3.3"
"507",507,"seq_23_Calanoida.Metridia pacifica.b0c15",NA,NA,NA,NA,0,NA,NA,30,"1-2mm","C3.T7.H26_S3.1"
"508",508,"seq_23_Calanoida.Metridia pacifica.b0c15",NA,NA,NA,NA,0,NA,NA,30,"1-2mm","C3.T7.H26_S3.2"
"509",509,"seq_23_Calanoida.Metridia pacifica.b0c15",NA,NA,NA,NA,0,NA,NA,30,"1-2mm","C3.T7.H26_S3.3"
"510",510,"seq_24_Calanoida..bb435",NA,NA,NA,NA,0,NA,NA,30,"1-2mm","C3.T7.H26_S3.1"
"511",511,"seq_24_Calanoida..bb435",NA,NA,NA,NA,0,NA,NA,30,"1-2mm","C3.T7.H26_S3.2"
"512",512,"seq_24_Calanoida..bb435",NA,NA,NA,NA,0,NA,NA,30,"1-2mm","C3.T7.H26_S3.3"
"513",513,"seq_25_Calanoida..e01f9",NA,NA,NA,NA,0,NA,NA,30,"1-2mm","C3.T7.H26_S3.1"
"514",514,"seq_25_Calanoida..e01f9",NA,NA,NA,NA,0,NA,NA,30,"1-2mm","C3.T7.H26_S3.3"
"515",515,"seq_26_Calanoida.Metridia pacifica.e1993",NA,NA,NA,NA,0,NA,NA,30,"1-2mm","C3.T7.H26_S3.1"
"516",516,"seq_26_Calanoida.Metridia pacifica.e1993",NA,NA,NA,NA,0,NA,NA,30,"1-2mm","C3.T7.H26_S3.2"
"517",517,"seq_26_Calanoida.Metridia pacifica.e1993",NA,NA,NA,NA,0,NA,NA,30,"1-2mm","C3.T7.H26_S3.3"
"518",518,"seq_27_Calanoida.Pleuromamma.fa735",NA,NA,NA,NA,0,NA,NA,30,"1-2mm","C3.T7.H26_S3.1"
"519",519,"seq_27_Calanoida.Pleuromamma.fa735",NA,NA,NA,NA,0,NA,NA,30,"1-2mm","C3.T7.H26_S3.2"
"520",520,"seq_27_Calanoida.Pleuromamma.fa735",NA,NA,NA,NA,0,NA,NA,30,"1-2mm","C3.T7.H26_S3.3"
"521",521,"seq_28_Calanoida..ff62c",NA,NA,NA,NA,0,NA,NA,30,"1-2mm","C3.T7.H26_S3.1"
"522",522,"seq_28_Calanoida..ff62c",NA,NA,NA,NA,0,NA,NA,30,"1-2mm","C3.T7.H26_S3.3"
"523",523,"seq_6_Euphausiacea..2f9a3",1,1.45548952981277e-05,0.00733428566482166,0.111429108124193,0.316262094707712,0.644965880872916,0.995291412103221,0,"1-2mm","predicted C3.T7.H26_S3"
"524",524,"seq_27_Calanoida.Pleuromamma.fa735",1,5.6431746119019e-06,0.00174586135168995,0.0196373419709679,0.122654161133206,0.133615575908883,0.803687057431663,0,"1-2mm","predicted C3.T7.H26_S3"
"525",525,"seq_22_Calanoida.Pleuromamma.a32d2",1,4.71982325300738e-06,0.0022168723985034,0.0229224007051248,0.0892332289658374,0.110682298262329,0.533774824816616,0,"1-2mm","predicted C3.T7.H26_S3"
"526",526,"seq_4_Calanoida.Eucalanus californicus.247f0",1,3.0088067388493e-06,0.000876240211312351,0.00899384829587259,0.0766079107062775,0.0675306200542366,0.577988823959883,0,"1-2mm","predicted C3.T7.H26_S3"
"527",527,"seq_12_Calanoida..5153f",1,1.08720353096651e-07,0.00013435503245471,0.0031008668844224,0.0697386979206615,0.04292608223315,0.633350026403781,0,"1-2mm","predicted C3.T7.H26_S3"
