Hash,C1.T7.H9_S1,C1.T7.H9_S2,C1.T7.H9_S3,C1.T8.H10_S1,C1.T8.H10_S2,C1.T8.H10_S3,C2.T8.H18_S1,C2.T8.H18_S2,C2.T8.H18_S3,C2.T9.H19_S1,C2.T9.H19_S2,C2.T9.H19_S3,C3.T6.H25_S1,C3.T6.H25_S2,C3.T6.H25_S3,C3.T7.H26_S1,C3.T7.H26_S2,C3.T7.H26_S3,CT1.T1.H28_S1,CT1.T1.H28_S2,CT1.T1.H28_S3,CT1.T2.H29_S1,CT1.T2.H29_S2,CT1.T2.H29_S3,CT1.T3.H30_S1,CT1.T3.H30_S2,CT1.T3.H30_S3,CT1.T4.H31_S1,CT1.T4.H31_S2,CT1.T4.H31_S3,CT1.T5.H32_S1,CT1.T5.H32_S2,CT1.T5.H32_S3,CT1.T6.H33_S1,CT1.T6.H33_S2,CT1.T6.H33_S3,CT1.T7.H34_S1,CT1.T7.H34_S2,CT1.T7.H34_S3,CT1.T8.H35_S1,CT1.T8.H35_S2,CT1.T8.H35_S3,CT2.T1.H36_S1,CT2.T1.H36_S2,CT2.T1.H36_S3,CT2.T4.H39_S1,CT2.T4.H39_S2,CT2.T4.H39_S3,CT2.T8.H43_S1,CT2.T8.H43_S2,CT2.T8.H43_S3
0c41d92acd534960061dfba1beb00f1917f3afc4,0,0,0,0,0,0,6,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34ac2f188bf73d6c52b9933ba762c46b06845238,0,0,0,0,0,0,3,0,23,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67699186f2500d9fed3b98c89a41824904dec096,0,0,0,0,0,0,8,0,0,,0,0,0,0,,0,0,0,14,20,0,0,0,0,0,0,0,,12,0,0,0,0,0,0,0,14,297,256,133,40,0,0,0,0,0,0,0,0,0,0
25c208e03a668c3e073411c7916d4c236fea3fee,0,0,0,0,0,0,0,5,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,249,0,0,0,0,0,0,0,0,0,0,0
9e4a0a507e7d39594f4a64ca2eaa4d4b3a1da8a6,0,0,0,0,0,0,0,0,0,,24,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77756dfc3d52fb50f465d3eb71ce2a988abaef32,0,0,0,0,0,0,0,0,0,,0,10,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33594baacc4265a006d66d6e3a39f7b2839206f7,0,0,0,0,0,0,0,0,0,,0,0,4,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74b499078650335d6f86c14b17614f76b1854018,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,4,36,0,2,0,0,0,0,0,,0,0,0,0,0,0,151,0,0,0,0,61,18,17,0,0,0,0,0,0,0,0,0
c5b01390b1e8ada15aebcf953c700241b226a2bf,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,47,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ccefe43aecdd47a1cd28576927eb17bca2811aad,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,3,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d0093c1430ae1e70f99225c912d2074dc91a78da,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,11,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2c86aab8576add61a70d6244c47dd27c038aa25e,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,21,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
690ca69afbb4baf2cee0a52ca617accd4a42b135,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,8,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c41035a8edd34d3016b2d5156e4ea66ce9d1ee69,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,27,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
efe71a0ae12f280372080cd9f414e32e797e47dc,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,12,0,0,0,0,,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0aa71d40aa0334ecc871b823e308854f38365c4f,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,72,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05342acd340f0ded4b3e856ecf2704e43adbbbc8,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0cd1b1355ebccd553a521a029e63ba156e14299f,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9bfcd3bcbf319875ed6387b7def9905d8826323f,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444861f2c16028e9b144f3a03d3a0b0b4f3aa41c,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5234d5ef2703aee023a50893482e24b0caf9e087,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,25,498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64aaa82f23b15e0240081b1f2c889b5d9ed024e2,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b9263b8d429df6ce8564d9619b66cf180034b707,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06031612cc42723c4895af0e40c9183cc4837fa9,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154a8c08ffa3c2c8efca0eb1b351813f905a95f9,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20b4811da07af12840699b671807210695555c66,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77c99fbeec352fd1c15297052886f37416a13416,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c60b8fbbe5c4e8b61f66338c6bc66c1bd11451ea,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
df8d9090d1b9dd6f893247a4ecda3c1a79d744c6,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01ff6dedcf9317a7d3435b75319b72b0d7427f3a,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26cc1703226eed42ddaaf9d41b349e850695ec62,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b76a4090bd1c08e233ad41b6bd3e16401035bdd2,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c181283a43d94199ab03ed7b5207991dbcd1e1dd,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8b71244075a4088de8b180703aee18002fcc3d26,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0
896cd6535a2fecee8816aca4852874d41d8bdefd,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0
ca11cb5657ec52398b2fb4bc6f1fd8ad5136e813,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0
d2dec109e26e1901255a39c925ef1a2b616a6258,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
5060f9cee2cf5a5fd9d18aba522442aac691878c,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,379,0,0,0,0,0,0,0,0,0,0,0
b7b8fc214fb3405a729d10d346e60b8fd1b38caa,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,190,0,0,0,0,0,0,0,0,0,0,0
c1e32db39466e4d2698d9d37631a05d16e2086b6,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0
dca3902120d26574195c2da0010ff3059418cba8,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0
d6c85a1d78044a18dd1b3c66030917c9f0e81e59,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
7b32b5bd6712b6febbd66c6bb0a1b40702a91222,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,1081,0,0,0,0,0
466e08c58d0db760c88a6d71a588bd0dc743fcb6,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
c9da9a307b552b62179afb0416b46c3fa4cd8901,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
c25abcc3358f7552ed039ccacfb4b28467b2ca9b,0,0,0,0,0,0,0,0,0,,0,0,55,0,,19,0,409,0,0,0,34,42,0,7,92,0,,0,280,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44f408ac8f2456bfef156a8140f247445a7f50b4,0,0,0,0,0,0,0,0,0,,0,0,0,0,,4,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66ad6b2a1f44ed526859c089642d38692ed8eba9,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,2,0,0,,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a15fa1e1831ffac3265b6f2979da3a880f156124,0,0,0,0,0,0,0,107,0,,0,0,0,0,,60,0,0,0,0,0,0,0,0,0,0,0,,0,0,322,2878,12147,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dd05f6ca0253c97a9721ef0a9e9ac90286aeb4e2,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,24,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66f6c47c5979aac96f1df5faa6d01a8bff3086f2,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,106,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
07328927fc0c18593bb6c76c71003e458b43b9c2,858,0,0,302,0,0,394,0,0,,0,0,21,0,,65,0,0,127,0,0,1182,0,0,2941,0,0,,0,0,339,0,0,71,0,0,416,0,0,6,0,0,0,0,0,0,0,0,212,0,0
074b9b1b350f6ab258f9ed33b6b0d14b27559959,29,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
091ecde18aa0935058fd59a1af0937bcb58d4a2e,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0c5fa17f7ecf209f6fd088aa6fd53eb627bafcf0,599,1646,534,289,2551,21,500,2902,0,,1170,61,0,0,,65,0,0,117,605,160,0,0,0,0,0,0,,102,135,0,0,0,0,135,0,882,14572,1528,588,5762,576,20,5419,3069,2056,14236,7266,164,8315,6575
0e1202671cb104c88b6ea9e2776af00a3a3dc0a6,178,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13f9c2153fbb76323f3d8656aa435b7ddf79b35b,858,0,0,148,0,0,85,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1703ccbe1fffc218367bd25e96fc4dc95f6d5011,1786,22,0,482,0,0,284,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18bc8062d256c224000582443890cdb333deb155,20,74,0,0,0,41,0,0,0,,6,0,0,19,,5,14,0,101,0,52,0,133,127,0,0,0,,0,0,108,43,419,0,0,0,0,0,0,0,0,498,0,0,132,1876,0,0,0,0,32
2439425b99d37e9ac683f3246f96980d412ce40c,57,23,0,0,0,0,2,52,0,,0,0,0,0,,0,0,0,5,0,0,0,0,0,0,0,0,,0,0,6,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,303,0,46,16,0
28a76bfffb72aecd69b7760f2cf5fbb89bd2cc98,47,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2ae059c18e36ba4620545bdd3a57a639ebc1d9a2,2197,0,0,435,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2d5f0d95c42dcc8388a17558ee27b1041afe7f68,79,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2f729f3a47c6dab6bbc5dda284a64f74917b9d86,96,0,0,0,0,0,0,0,0,,0,0,0,0,,269,0,0,5,0,0,0,0,0,0,0,0,,0,0,0,0,0,31,0,0,0,0,0,79,0,0,0,0,0,0,0,0,15,0,0
3310e5fa9f2643f7e361cfef96207407b37fe2de,26,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334da39aa6ccfed14beb3c0218ecb7f1c4d44331,10,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3d20e584d089df6b2c6873f04b82a9ab2b11766f,505,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3d5136e9bc0677da0513296476e8c4a9a861594f,23,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45bd7533ce3843fd38aeca890bbc9e687e15d154,9,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,37,0,0,135,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,16,0,0
45ddfdc750510f749ee326b99180e29e90191489,87,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4c6be700b98ee91fb36caa5eb7a5be5885f30d34,70,0,0,0,0,0,0,0,0,,0,0,57,0,,89,0,0,0,0,0,0,0,0,202,0,0,,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4d3a77d605c748f2a17102d2f0cfa768950e9531,45,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4f2327009bca5c3fe9bcbada8ff3b335b8af6295,11,0,29,0,50,31,0,44,4,,0,0,0,0,,0,0,0,0,26,96,0,178,75,779,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,17,0,0
50469cd17c7ba4329f828eb53edd3d1cb5ec8727,106,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52a4a6a38e2f25ed5ce5c20f0e7f803fca3a6da3,792,14,0,120,0,0,120,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5a833e0a478a012b2b934b19b76eb311d63cf891,138,175,0,0,774,0,0,535,0,,0,0,0,0,,0,0,0,36,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,3865,500,222,1491,147,0,497,91,0,4019,3678,0,2172,1686
5b408bcb18ddca8a0088c8cb0c94f8f01e3d565d,1699,0,0,462,0,0,222,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,0,0
605d6ce88281b4bbcff711ac8afe595d978194fa,1596,0,0,638,0,0,761,0,0,,0,0,1117,0,,2042,0,0,270,0,0,2449,9,0,5451,0,0,,0,0,808,0,0,234,33,0,948,0,0,38,0,0,12,0,0,0,0,0,472,0,0
6b18a206f47395d272d7c4f4a91b5e3da70e82f9,245,0,0,30,0,0,81,0,0,,0,0,0,0,,13,0,0,21,0,0,8,0,0,10,0,0,,0,0,6,0,0,11,0,0,0,0,0,9,0,0,33,19,0,0,0,0,12,0,0
6cbf780398d3b5f628e2963a59953a4e5c377529,76,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6f01a43858c4adeff558f03693318ff97d09a3b6,41,0,0,0,141,0,0,102,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,431,24,0,141,0,0,412,146,0,105,0,0,175,674
74467599c9774a1df58f38b0e0eadfa7b29375dc,90,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7b178011a0e827baf7476c2930d5a897a5b41b3a,2,0,0,0,0,0,3,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7c600f1621711192b37a1618ef4c507585d847dc,32,0,0,0,0,0,0,0,0,,0,0,0,0,,285,0,0,0,0,0,54,63,0,17,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0
7df189e993f359afe2e5bcaebc5218a2a5b5b64e,4326,0,0,1160,0,0,1798,145,0,,0,0,515,0,,2481,0,0,1206,0,0,6795,68,12,16964,0,0,,0,4,2869,0,0,1636,7,0,1651,0,0,272,10,0,112,37,0,10,0,0,1006,83,0
7e7e3c444e485b1ef8a2ba9be584a5691c6ef8e9,3017,0,0,223,0,0,695,0,0,,0,0,0,0,,0,0,0,37,0,0,11,0,0,10,0,0,,0,0,22,0,0,21,0,0,132,0,0,80,0,0,220,96,2,5,0,0,149,0,0
837020b55b70e40635c33417f7572942ca7a7009,5,0,0,0,0,0,0,0,0,,0,21,0,14,,12,23,512,0,0,124,0,108,389,0,0,0,,0,1507,54,0,0,0,29,46,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0
905ef01deae4c6e4aaf90f8d0392f3b724ecacd4,8,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
914275e6686877e25cfdb5df6c8a42744c44f9b0,138,2390,0,16,180,0,76,150,0,,27,3,0,0,,92,0,0,405,342,0,1177,72,0,11,0,0,,42,0,117,0,0,0,20,3,0,0,0,105,487,8,65,5045,1278,0,0,0,2412,809,2
97180b18dfcb09a40bc9d150838e02291cd67004,58,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98074573dc3665cc722d3483db36c8f030438b6f,16,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98274e853b419886223e094e53449fc1635458c8,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9b60a416003d9d36c43a15b001175ce94ee0bb41,11,19,0,0,0,0,6,0,0,,0,0,0,0,,0,0,0,27,6,0,24,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,27,13,0,26,94,35,0,0,0,52,5,0
9c9ed7fbe30894915f908b94663c6dd082ec9bb4,14,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9e3d190e7992b4cf631d9d51568978e4e31d1039,735,0,0,128,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0
a1bd8c3c579e5c0eae315dfe9ba06d3f4b917007,180,0,370,0,0,51,0,286,0,,0,11428,0,0,,299,0,0,0,0,0,0,294,0,0,0,0,,0,0,0,1387,637,0,51,0,0,77,150,154,0,676,0,396,1726,934,89,990,0,0,0
a4f88cf8c7ddced40052f97b879962e9af8bb1f5,19,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,2,0,0,0,0,0,,0,0,26,0,0,47,0,0,0,0,0,6,0,0,8,0,0,0,0,0,0,0,0
ab003bbe75832c5e77e31046ac339afad1a54c1a,201,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abee267f0c5666d03319538005bd8b714f15e1ac,48,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
add60dfdaa81b55c808fc154caf15ac941b0ca2a,369,434,136,106,846,56,0,454,0,,145,1499,0,0,,0,0,58,0,107,37,0,0,0,0,0,0,,0,0,0,81,0,0,0,0,0,4913,1247,115,2831,169,49,2284,1076,156,5640,1807,149,3780,2894
b1619bda50356a5c0566698f2e6c7265b9886b8b,36,0,0,0,0,0,0,0,0,,0,0,88,0,,94,0,0,0,0,0,0,0,0,84,0,0,,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b1fb395dbe6b229152fbf62970f20f129ba0ac46,23,0,50,0,29,0,0,179,0,,67,0,0,0,,0,0,0,0,24,0,0,0,0,0,0,0,,0,0,0,29,0,0,0,0,0,109,0,94,378,0,0,0,0,0,706,1044,0,317,248
b809a997632c2640cdbe7940f619b45fa30adc45,7938,678,0,1872,0,0,1397,1124,0,,0,0,0,0,,0,0,0,61,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,518,0,27,0,0,0,2185,76,7
bfcd14f97747c99372ec23c78dab3909d1561ea0,15,23,20,0,0,7,0,75,16,,0,179,0,0,,0,0,0,0,7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,13,0,227,0,2,0,228,229,195,104,847,0,78,419
c3fb89f8d0b6dbcec55b04cdfda7f019695eec6c,75,0,0,0,0,0,15,12,0,,0,0,83,0,,35,0,0,470,0,0,425,0,0,257,0,0,,0,0,551,0,0,173,0,0,203,0,0,483,0,0,34,0,0,0,0,0,134,0,0
