,Hash,20C_AllPool.1,20C_AllPool.2,20C_AllPool.3,20C_Pooled-A1-A3.1,20C_Pooled-A1-A3.2,20C_Pooled-A1-A3.3,20C_Pooled-B3-B5.1,20C_Pooled-B3-B5.2,20C_Pooled-B3-B5.3,20C_Pooled-C5-C7.1,20C_Pooled-C5-C7.2,20C_Pooled-C5-C7.3,24C_AllPool.1,24C_AllPool.2,24C_AllPool.3,24C_Pooled-A1-A3.1,24C_Pooled-A1-A3.2,24C_Pooled-A1-A3.3,24C_Pooled-B3-B5.1,24C_Pooled-B3-B5.2,24C_Pooled-B3-B5.3,24C_Pooled-C5-C7.1,24C_Pooled-C5-C7.2,24C_Pooled-C5-C7.3,28C_AllPool.1,28C_AllPool.2,28C_AllPool.3,28C_Pooled-A1-A3.1,28C_Pooled-A1-A3.2,28C_Pooled-B3-B5.1,28C_Pooled-B3-B5.2,28C_Pooled-B3-B5.3,28C_Pooled-C5-C7.1,28C_Pooled-C5-C7.2,28C_Pooled-C5-C7.3,C1-T7-H9_S1.3,C1-T7-H9_S2.3,C1-T7-H9_S3.3,C1-T8-H10_S1.3,C1-T8-H10_S3.3,C2-T8-H18_S1.3,C2-T8-H18_S2.3,C2-T8-H18_S3.3,C2-T9-H19_S2.3,C2-T9-H19_S3.3,C3-T6-H25_S1.3,C3-T6-H25_S2.3,C3-T7-H26_S1.3,C3-T7-H26_S2.3,C3-T7-H26_S3.3,CT1-T1-H28_S1.3,CT1-T1-H28_S2.3,CT1-T1-H28_S3.3,CT1-T2-H29_S1.3,CT1-T2-H29_S2.3,CT1-T3-H30_S1.3,CT1-T4-H31_S1.3,CT1-T4-H31_S2.3,CT1-T4-H31_S3.3,CT1-T5-H32_S1.3,CT1-T5-H32_S2.3,CT1-T5-H32_S3.3,CT1-T6-H33_S1.3,CT1-T6-H33_S3.3,CT1-T7-H34_S1.3,CT1-T7-H34_S2.3,CT1-T7-H34_S3.3,CT1-T8-H35_S1.3,CT1-T8-H35_S2.4,CT2-T1-H36_S1.3,CT2-T1-H36_S3.3,CT2-T4-H39_S2.3,CT2-T4-H39_S3.3,CT2-T8-H43_S1.3,CT2-T8-H43_S2.3,CT2-T8-H43_S3.3
53,178e4c0f928bb64a7f7f47cda05f8a024f7025ff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,17d1369c8eb3c8380413849c3744429dd0f53cb5,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,17e02c0ee08c4d34161be025261ec2e420073e61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,181bc3bc775bf40835a07edab2900be99fe710b5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,18c0036f32c74295b0accec978467a42127e450c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,18c40e6d581baf15d08d0760601fc2f13b0583b3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,18c7f5002e7cf3ff5b6eb6aab4fec0d7d5d363a8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0
60,19c8b8fc8dcc19eb755d8be618c157baeedb4b08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,19e12fb7011c14e598199dfada60903d6ec6b472,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,19e2d8924e99f1a60555875f40f2f4abbcb91b22,60,40,62,137,105,186,425,248,0,0,0,0,48,0,56,187,116,0,483,470,369,0,0,0,69,0,41,0,90,310,277,440,0,0,0,0,0,0,94,0,86,224,0,0,0,200,0,409,0,0,160,0,0,331,0,192,139,0,0,701,0,0,104,0,0,0,0,0,0,17,0,0,0,87,0,0
63,1a08bb6d37d7924e5dab4c0408f64896eacb991a,615,515,401,311,227,342,3664,2207,887,57,75,103,314,238,330,253,359,161,3250,2184,2317,35,29,90,90,161,158,0,90,911,1140,1531,0,0,0,145,0,0,0,0,168,853,0,0,0,1012,0,3079,0,0,216,0,0,1400,96,625,2812,0,0,3538,0,0,2279,0,0,0,0,105,0,15,0,0,0,0,0,0
64,1a79dda84fc8aff040773f05b084efdafb466201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,1ab3bca392087a2194bf40e8c0e37d000a0a7081,167,203,182,245,162,264,76,59,0,55,104,43,119,198,176,406,278,176,142,90,69,103,39,60,127,132,206,119,158,76,69,92,37,52,37,418,0,0,0,0,199,87,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353,0,0,0,0,150,0,0,0,0,142,0,0,0,57,0,0
66,1b944edf74a798e6ddb83cc099875daf581d6278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,1be188d1c41ec3f553011bb68de8fda51867165d,0,0,0,39,25,60,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,1c13e9ef7e8cb97448c9556c5cae61a9ab171c33,186,154,124,0,0,38,0,0,0,206,377,207,74,126,112,42,23,0,0,0,0,399,227,269,82,94,71,0,0,0,0,0,190,210,144,14,0,0,0,0,0,17,0,45,408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,64,232,68,0,0,276,2115,0,12,635
69,1c7aee32d52c5a25d862a3e148b6cf04ab8f88da,96,77,72,0,0,77,0,0,0,30,65,37,61,75,71,126,0,0,0,0,0,58,32,34,83,58,84,0,0,0,0,0,55,43,41,0,0,0,0,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,0,79,0,0,0,0,0,0,0,0,0,0,0
70,1cc502f3f1280f314fa53108d7f9e4c970211e6c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,1da9dc29d5832bb4022e894cbce86897df521a33,104,94,86,30,38,63,0,0,0,50,122,57,84,88,97,46,27,24,0,0,0,126,133,78,90,97,110,0,32,0,0,0,119,0,107,80,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,85,0,0,0,0,48,0,0,0,0,0,0
72,1db1b49185d0d4cf20f888eb9992b256f76a4651,0,0,0,130,108,149,164,86,0,0,0,0,0,0,0,190,106,90,209,179,153,0,0,0,0,0,0,0,0,0,0,198,0,0,0,0,0,0,0,0,156,255,0,0,0,131,0,443,0,0,207,0,0,289,0,0,254,0,0,199,0,0,3244,0,99,0,0,0,0,0,0,0,0,190,0,0
73,1dbdecd2d878e60fddb0e0c6e63a25506d6affc5,0,0,0,0,0,79,0,0,0,42,41,0,0,0,0,0,0,0,0,0,0,33,55,21,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0
74,1e25ac3dedb27364157d9517726025228a3cb669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,1e823715b95b2e76d7b69608b26072704c7c2ef1,167,153,177,56,22,55,27,12,6,144,229,116,93,102,122,82,32,28,41,27,28,212,176,123,51,68,61,33,0,13,11,19,84,132,62,38,1,0,8,0,41,50,0,22,0,18,20,24,0,0,10,0,0,18,0,0,13,0,0,0,0,0,0,0,0,0,0,12,0,13,7,0,0,52,0,0
76,1edc29f22f7762ee27a5f5349b85c16a9a9f4e9f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,1fd0cca87a452616bd107a2dba731bf07d51aeef,0,0,0,0,874,1149,0,0,0,0,0,0,0,629,0,1335,721,0,0,0,0,0,0,0,0,227,0,359,430,0,0,0,314,346,0,730,0,438,0,698,0,0,3360,2897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454,0,0,718,0,887,0,866
78,2010a621a13cf49374bf4c950a42175421a652b0,441,443,340,243,218,343,313,138,0,193,352,145,335,387,326,382,165,184,305,259,246,377,197,189,328,383,297,125,162,242,149,275,250,245,209,143,0,162,0,0,0,541,136,181,294,0,0,167,0,0,0,159,164,0,0,0,0,0,0,342,0,0,191,0,179,0,0,284,0,0,0,230,892,100,0,257
79,207114b11583026b14531339aeff5641dd94caec,83,58,67,110,91,99,607,441,66,0,0,0,41,76,63,160,127,112,760,605,456,0,0,0,0,68,68,51,76,377,471,716,0,0,0,0,0,0,0,0,0,130,0,0,0,63,183,123,0,0,169,140,0,168,249,215,211,0,0,951,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,215f7e73ed8b068882c25a034e2d44b152fd76c4,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,21ed13fe3ace8060314f604c98eb7b593d0e6ba2,3110,2716,2621,3974,3411,4724,4365,2127,0,757,1693,638,2197,2831,2663,6170,3394,3145,5439,4446,4248,1417,911,1011,2044,2270,2136,1684,3028,3264,2734,5866,766,862,521,1531,1056,495,791,0,2562,3792,0,166,0,731,379,2043,0,0,3654,3254,94,2715,901,298,2358,0,0,4567,1366,0,2908,0,1858,0,0,2232,115,502,1391,0,0,1800,0,0
82,220eb03d96827b5dd2d1770f92c3af264c69cb15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,22378dae7c3962c6b409aaf1fb23f8d660628051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,22b408f95bed71e330f22c29cc2766145e4cdde7,0,0,0,0,0,0,0,0,0,0,10,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,22cf259c5c1e40823b8c7c662c68799ce9da7c3c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,22d324d088daaae9d0ebf01a6bfa4cc9cf28cfb5,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,2441c8a4277be431371a52574e0f0ad5ecb18362,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,247f09ccc8ae0ecc2da039900610e5494db93abe,416,312,281,156,119,210,335,237,188,206,439,217,89,84,92,115,68,37,187,157,132,125,108,180,19,16,33,0,0,6,19,27,12,19,6,99,0,9,0,0,0,43,339,0,1310,0,7,11,0,0,0,0,39,0,45,0,78,0,0,5,66,0,0,0,8,0,0,204,0,0,4,0,23,0,0,3
89,24a511e69768d46f911d90afe72d879e94c6540c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,25677d1bff10d2dbe40b64d43cba25d819de27c7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,247,0,0,0,0,0,0,0,0,0,0,0,0,0
91,2622a018d1047427185136ee93311e89cf68299e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,2655c6ab73c0d798851414a6bc09fc1b4469d3a9,58,58,29,38,51,37,48,41,27,0,32,0,0,0,0,25,0,0,46,21,41,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,17,0,1912,0,248,39,0,0,0,94,226,0,0,0,0,7272,0,75,0,71,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,26c12f5ed9aaa97b66b7e46839e74a8be7460df6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
94,27897ba25b0715465c188c294983f4de76639590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,27ac552abeb2fa9885bf4a02f60cdc998b43c1f5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
96,28047060a764c8d2f133476a3c1893291d007c2e,0,231,186,0,0,0,0,0,0,197,492,230,0,0,0,0,0,0,0,0,0,334,0,257,0,0,0,0,0,0,0,0,0,238,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,290,0,0,0
97,281b182b4085c12fc4116a1c4d31f8fc8eb03893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,28c73251dfc61c2e62fb5e4420506114e61e3d57,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,29b095f6e3c038ff7c13533d3fdb37644e2de3e7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,2a24470d9f6f016d43a270ded06f52d73df93b2b,51,0,0,40,0,58,78,0,39,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,2b03fedfdcae1fa59b1d9e9cbe86c23ef37539f6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
102,2b07110b4f28ab3f99f5fc9b443fbc7a69f151f6,0,0,0,0,0,40,0,0,0,59,103,0,0,0,0,0,0,0,0,0,0,97,99,54,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0
103,2b368962e6dfc39ad167d4166053580d714b1d0b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,2cfd457adc6936d89195dd4765ae81286f8b0ed5,3661,3512,3670,3773,2774,4191,2234,1123,57,1261,2710,1018,2902,3565,3393,5297,2926,2940,2747,2318,2175,2620,1595,1800,2898,3593,2825,1533,2704,1917,1417,2904,1506,1620,1048,1474,792,313,617,0,2105,2985,0,315,45,0,130,560,0,0,1842,2426,70,638,355,193,565,0,0,2802,982,0,380,0,2616,0,0,1780,412,613,1637,44,47,1316,0,0
105,2e7fd9b83cde32c49dd67fab73609fefc6b7bec1,78,60,58,22,32,38,83,52,0,19,28,0,48,60,61,44,34,12,100,74,68,29,25,14,30,0,36,0,0,39,56,60,0,0,0,14,0,0,0,0,0,65,0,0,1,0,0,57,0,0,0,0,0,20,0,39,0,0,0,193,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
106,2e9a576082ccc4690ba355bc4f0dcff27bf81c28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,2ee1b02a65887bb88cd3a5846bdd024e52cfddd6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0
108,2f2b7d1ae79b53af3f2bfd57a2021b9c2ee607c7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,2f9a39c8d8b69f7eedcd3582326b652370ce2ab1,8848,5942,4818,7725,7397,11229,225,224,223,3848,7057,4363,2716,3816,3497,11697,6695,5052,250,216,131,4921,3338,4636,1766,2273,4127,2329,3214,0,0,0,1828,2099,1092,4534,0,3097,228,5274,967,2473,24520,20208,0,436,0,0,0,0,0,0,3706,0,2412,0,0,0,66,0,0,0,0,0,191,23,539,1094,2647,449,22,5046,0,6217,0,4885
110,3004535988ee0dcfeb2d8fb9f1248e658501e86f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,30305359d96310766f4c2fd4fb8385e2c628f86f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,165,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,313d13f37e8dce74ad88e96acf00b3f1ee15ab7c,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,31d5c34820deffefe411504c2edf38839c5b302e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,328c7b8928c7043219cc2804267f8c3bffe8343c,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
115,32c7429ef986d3d6e6568889cab2755dd190fdbc,68,45,44,43,36,50,70,31,18,22,51,25,36,42,53,58,42,37,65,64,56,37,25,35,32,30,30,22,0,30,27,51,18,23,10,41,0,12,0,0,0,80,0,0,31,0,16,15,0,0,0,0,3,0,51,0,12,0,0,10,133,0,0,0,37,0,0,23,0,0,21,0,2,0,0,0
116,32ca3a2b2fd256f767c61fa075f86e4252d783f5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,32fab126422cd9be6860213d9e723b574d3614c2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,3336749f20eb718f7ee8cfa30022b05b865b56b8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,33f2049df73abee355aaf102f1c6c31652f4daa5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,51,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,3413b18d562c349ba078b4a2e0fbd0920843b602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
121,341d37f9958a54163d7987e0dc5bb17818c5c7d8,313,287,312,45,50,72,49,20,0,275,478,272,284,288,309,86,43,43,45,33,44,563,372,300,294,318,256,0,39,19,25,48,366,396,319,63,0,30,0,0,0,128,8,119,95,0,0,11,0,0,0,35,55,0,0,0,0,0,0,59,0,0,0,0,111,0,0,173,347,0,0,675,2277,27,0,703
122,3451702b2f93ab5693976da892ee30dda41783fd,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
