Sample_name,Locus,Hash,nReads
CT2-T1-H36_S2.1,Leray,96b0c12782bc61deb3c003cecaa108f2e2b30186,23
CT2-T1-H36_S2.1,Leray,a1e1ac867f2717f8ee7191dcde461a5f6c026ece,19
CT2-T1-H36_S2.1,Leray,d050cae7a00fed2fb05cce678ee4ad3d3f79f34c,370
CT2-T1-H36_S2.1,Leray,ccab7811caf316028e077812127e88647bcec5fe,316
CT2-T1-H36_S2.1,Leray,69a62fe8a6930ddf4877834feccbcbe37bc15fe6,32
CT2-T1-H36_S2.1,Leray,6d93bd45f49fa3b7ef399cec76a591da37dd18d7,92
CT2-T1-H36_S2.1,Leray,29e2cbb74a0c27bf98c426eac95fba417478c5ef,46
CT2-T1-H36_S2.1,Leray,336ec8c1679ed2e11aa01173187f551ee8683850,8
CT2-T1-H36_S2.1,Leray,fc63b78ffa75720fdcdc474c0b73f8ea13a7d55b,365
CT2-T1-H36_S2.1,Leray,a1913f2a89fdd5f0b3142252aa892fedf9eac569,185
CT2-T1-H36_S2.1,Leray,295d362ad3db63eaf83c5ee79e348cac1933bc28,408
CT2-T1-H36_S2.1,Leray,f2ba38c5df38c42d168ce85b61c6b0e7d6062454,214
CT2-T1-H36_S2.1,Leray,5698b051b0abd1a616512c7b8873571c7db31e12,94
CT2-T1-H36_S2.1,Leray,b01dc3a46e2f8e6c7f62626ce5fdef536ad6f5ee,130
CT2-T1-H36_S2.1,Leray,9b60a416003d9d36c43a15b001175ce94ee0bb41,63
CT2-T1-H36_S2.1,Leray,9786bdb6c3a307953936d3efd8c973c05c84d97c,114
CT2-T1-H36_S2.1,Leray,f69e472c4a73a6d96cb5e80ca91610b37942f7cf,6
CT2-T1-H36_S2.1,Leray,c000b009de1240e446e804d92da614282f91fcfd,102
CT2-T1-H36_S2.1,Leray,2abd2d16424d1f97b98d6947b213d0bd4a0a315d,87
CT2-T1-H36_S2.1,Leray,477af90a53bb0e8101f6e586b3db841f691179a8,23
CT2-T1-H36_S2.1,Leray,d2c57e05b205bb678612119becab766388e5d127,78
CT2-T1-H36_S2.1,Leray,aae8178f254faeace27bc7f149d04ae39e969184,93
CT2-T1-H36_S2.1,Leray,e6ccbbd8a64fb47f28589c9c954550ff2f9491f9,37
CT2-T1-H36_S2.1,Leray,7129c619109fb49d48c81e5f8e0c0ada414b8af6,33
CT2-T1-H36_S2.1,Leray,b3f958033acba48eaf4f6c188f3de319a171edc4,160
CT2-T1-H36_S2.1,Leray,f9f8baed304c2645a899a8a097e65ab4d1cb036b,146
CT2-T1-H36_S2.1,Leray,7ba239bd885dc9cfecffde0752e2c2194ae85f74,59
CT2-T1-H36_S2.1,Leray,aae88932ebaa3b4356cc1ac8e2900062b8c02b91,74
CT2-T1-H36_S2.1,Leray,6428371d4fb5875fda9ab73841cde3465a556ea8,131
CT2-T1-H36_S2.1,Leray,b8818d2296439b0530638bf8c6cd39f47fbd0988,128
CT2-T1-H36_S2.1,Leray,4e7871e621d6b3a81bd722b4894c85bb0c73463b,115
CT2-T1-H36_S2.1,Leray,0c504186478970db981e4601648ad5ff105aaa9b,74
CT2-T1-H36_S2.1,Leray,066d6c0a1c3acc0089bec056b599c273a8c9fc80,16
CT2-T1-H36_S2.1,Leray,d3a6ecbe4e88953fc44f3a2ddf6ec9bf08d6cc12,76
CT2-T1-H36_S2.1,Leray,55d611b89d5c9ec1f3eec0fa92c6a00bc98c5ca9,33
CT2-T1-H36_S2.1,Leray,56114b906351243dfced1964d4977f49105aeab3,33
CT2-T1-H36_S2.1,Leray,cecf87e45358a65d17a2651e5e40757fe0c30eb9,33
CT2-T1-H36_S2.1,Leray,03d248ca09897238d6786ac114dc38af6a40fe79,8
CT2-T1-H36_S2.1,Leray,60d06f87e67fb1baabba2f76a05d539d262bd03c,30
CT2-T1-H36_S2.1,Leray,197f8c3936c8445c1990bd4c6cf83afb7bf0d739,28
CT2-T1-H36_S2.1,Leray,71a1fc6a1d32067981da8803e63ffa00aba3dac7,26
CT2-T1-H36_S2.1,Leray,e277506b8e9f1d977aadbf6eec0bb720db1c5006,10
CT2-T1-H36_S2.1,Leray,9914f545f5a948a8fa1313830d14347c7957bca4,10
CT2-T1-H36_S2.1,Leray,b809372a8bc41a0300f0791d84fb3ae7078a3127,6
CT2-T1-H36_S2.1,Leray,1bf55849fae2226f067c3f25c66c3cb9d01ad2f2,3
CT2-T1-H36_S2.1,Leray,99b51470c5d5fa4e916c236838178da76c125f64,2
CT2-T1-H36_S2.1,Leray,3462c695fd401fbe78d8370d7fe70f2568f5a53e,1
CT2-T1-H36_S3.1,Leray,c240b5f38c73bcdef8ba7aea1f95273b2d40e3e5,22
CT2-T1-H36_S3.1,Leray,0c5fa17f7ecf209f6fd088aa6fd53eb627bafcf0,372
CT2-T1-H36_S3.1,Leray,f736c21058cc8ce107275dac622fe3b316a557a2,196
CT2-T1-H36_S3.1,Leray,add60dfdaa81b55c808fc154caf15ac941b0ca2a,140
CT2-T1-H36_S3.1,Leray,b66bf92767420eb5115b7c8aed4dc41a7d17af6d,268
CT2-T1-H36_S3.1,Leray,914275e6686877e25cfdb5df6c8a42744c44f9b0,190
CT2-T1-H36_S3.1,Leray,6865099a80c0043771d0151aa8bda15a713d63e3,167
CT2-T1-H36_S3.1,Leray,a1bd8c3c579e5c0eae315dfe9ba06d3f4b917007,245
CT2-T1-H36_S3.1,Leray,cdffdeed24846ab0fa0610d9f5c119df862c22d2,22
CT2-T1-H36_S3.1,Leray,8a7fcda4d4398b11a1ba89c141d62b5c8ac5e8e0,1108
CT2-T1-H36_S3.1,Leray,8a4c77cfe21f3e7e0981111c5fd7be9535d6bc18,178
CT2-T1-H36_S3.1,Leray,3fa61d50fd4949e0d04c0b48f09576ec54f63232,7
CT2-T1-H36_S3.1,Leray,628da32d7d0084faceecf85cfaaddd76b291a763,26
CT2-T1-H36_S3.1,Leray,fe2c97a1043d00c6f439246c609f21f5739178f4,60
CT2-T1-H36_S3.1,Leray,03ecec8441f3bf1abb7e5604eebade5c7e7724b7,78
CT2-T1-H36_S3.1,Leray,8f00bd43b9cef841b113073b7bdea53114cd7384,14
CT2-T1-H36_S3.1,Leray,bfcd14f97747c99372ec23c78dab3909d1561ea0,6
CT2-T1-H36_S3.1,Leray,bc5b87bc503ce611584cdae87c40996e53f6ed74,7
CT2-T1-H36_S3.1,Leray,8221592f98de78c257ce7504572985ca132c0ae7,57
CT2-T1-H36_S3.1,Leray,625707553b70864cca54ad03fc3a16472dc922ac,63
CT2-T1-H36_S3.1,Leray,63ee796ed6f38a56f859fe3aa309aad32117438e,76
CT2-T1-H36_S3.1,Leray,3825dc69109745dde87146e1cd52de6e42743ca7,23
CT2-T1-H36_S3.1,Leray,bbc5268ac699d6344bdbf111a07d8ffe83abc096,57
CT2-T1-H36_S3.1,Leray,ce213e276a68f4d89e1af6d87e07e249f66c419c,79
CT2-T1-H36_S3.1,Leray,5f9e0ff3adaec16fe072cab01fd451447e293c24,35
CT2-T1-H36_S3.1,Leray,6d93bd45f49fa3b7ef399cec76a591da37dd18d7,56
CT2-T1-H36_S3.1,Leray,54da34a4170992a78c57852c41b21964961cfafc,4
CT2-T1-H36_S3.1,Leray,0c504186478970db981e4601648ad5ff105aaa9b,39
CT2-T1-H36_S3.1,Leray,a268d66d44cb6611a89f0d6b19351e7211d00413,15
CT2-T4-H39_S1.1,Leray,c240b5f38c73bcdef8ba7aea1f95273b2d40e3e5,73
CT2-T4-H39_S1.1,Leray,0c5fa17f7ecf209f6fd088aa6fd53eb627bafcf0,126
CT2-T4-H39_S1.1,Leray,f736c21058cc8ce107275dac622fe3b316a557a2,60
CT2-T4-H39_S1.1,Leray,b66bf92767420eb5115b7c8aed4dc41a7d17af6d,51
CT2-T4-H39_S1.1,Leray,a1bd8c3c579e5c0eae315dfe9ba06d3f4b917007,133
CT2-T4-H39_S1.1,Leray,18bc8062d256c224000582443890cdb333deb155,328
CT2-T4-H39_S1.1,Leray,628da32d7d0084faceecf85cfaaddd76b291a763,44
CT2-T4-H39_S1.1,Leray,a3aa48eda958305314ca2ae91a164da875f8cff8,34
CT2-T4-H39_S1.1,Leray,bfcd14f97747c99372ec23c78dab3909d1561ea0,8
CT2-T4-H39_S1.1,Leray,75d23efcebef6cf45d0c89fc24e8b39c75f23f63,115
CT2-T4-H39_S1.1,Leray,3bda6b8265a3be4b89e9679effa242912ccae21a,90
CT2-T4-H39_S1.1,Leray,cd461f97fea3eb247657aaf6ea054a4ff990ac82,42
CT2-T4-H39_S1.1,Leray,7b32b5bd6712b6febbd66c6bb0a1b40702a91222,110
CT2-T4-H39_S1.1,Leray,72d062446bb7ba8f9c7915f64384ee7d8b603d0c,13
CT2-T4-H39_S1.1,Leray,49f0f47945dc262ce92b1b45246eb7f7e00584c3,32
CT2-T4-H39_S1.1,Leray,1ed69552a3bb0d8b0177dfd7c8c2d1147d350cc9,208
CT2-T4-H39_S1.1,Leray,b95338d3c9a7df5b78e7cc797e0df0c77a97ab62,18
CT2-T4-H39_S1.1,Leray,0207af7746ca2e7fae8b686eb4ce729354ef27ae,121
CT2-T4-H39_S1.1,Leray,ba9659a909d7c0c2f8ec717ec9f47ce5208b5cf1,38
CT2-T4-H39_S1.1,Leray,0d6de660a5c61dc7f9506fefc67ad1df3d412264,32
CT2-T4-H39_S1.1,Leray,bb767f16bcc14e02f38367f339d600ac37f18b22,21
CT2-T4-H39_S1.1,Leray,f31e9aff21ac7e238f18e99638bade73ef5222bd,47
CT2-T4-H39_S1.1,Leray,61109be8e4eaa31dc08c9d41eb1983daf6f7e306,27
CT2-T4-H39_S1.1,Leray,6d72493a02641dd406258dfee11314e68173d95c,37
CT2-T4-H39_S1.1,Leray,c21bbb2d7293c117c4a3cbf531f9b9655f5a5671,43
CT2-T4-H39_S1.1,Leray,be056053ac380e04b78c02a833729dd24ea8003c,27
CT2-T4-H39_S1.1,Leray,a23e441778f1ba155328eef50177426627150440,12
CT2-T4-H39_S1.1,Leray,54da34a4170992a78c57852c41b21964961cfafc,37
CT2-T4-H39_S1.1,Leray,03fba41d417e1684ad60fd40ed312faa7e70c867,2
CT2-T4-H39_S1.1,Leray,49f8beca58d8ec722e7c932a350985fabf390389,8
CT2-T4-H39_S1.1,Leray,e8d86c849cbebe738c4b6601befc1b5ffcf339d1,11
CT2-T4-H39_S1.1,Leray,2ad1393a5a4075f77b93321d57e0c0727ac2cade,5
CT2-T4-H39_S1.1,Leray,e71e0f75a06e4a28a0eb3ab51776183e8cfa3238,9
CT2-T4-H39_S1.1,Leray,ed4444a529b9cc0603405b2567947eb1c32ca684,6
CT2-T4-H39_S2.1,Leray,c240b5f38c73bcdef8ba7aea1f95273b2d40e3e5,1457
CT2-T4-H39_S2.1,Leray,0c5fa17f7ecf209f6fd088aa6fd53eb627bafcf0,3378
CT2-T4-H39_S2.1,Leray,f736c21058cc8ce107275dac622fe3b316a557a2,1685
CT2-T4-H39_S2.1,Leray,add60dfdaa81b55c808fc154caf15ac941b0ca2a,1506
CT2-T4-H39_S2.1,Leray,5a833e0a478a012b2b934b19b76eb311d63cf891,909
CT2-T4-H39_S2.1,Leray,b66bf92767420eb5115b7c8aed4dc41a7d17af6d,791
CT2-T4-H39_S2.1,Leray,6865099a80c0043771d0151aa8bda15a713d63e3,601
CT2-T4-H39_S2.1,Leray,ca6a338620c11bc8b0d3957d29068f6c39c68b5b,247
CT2-T4-H39_S2.1,Leray,8a4c77cfe21f3e7e0981111c5fd7be9535d6bc18,29
CT2-T4-H39_S2.1,Leray,07400dec706e2853c78fd49fd403d3bd3df30ff8,8
CT2-T4-H39_S2.1,Leray,b1fb395dbe6b229152fbf62970f20f129ba0ac46,206
CT2-T4-H39_S2.1,Leray,bfcd14f97747c99372ec23c78dab3909d1561ea0,14
CT2-T4-H39_S2.1,Leray,699998b228e39009dc3427070b6bafcf3fb8c664,88
CT2-T4-H39_S2.1,Leray,2818e24c6b2b3f32086b1a3185fb0b1f921a18c2,111
CT2-T4-H39_S2.1,Leray,b297100644045ab353d5c4215e56a544003a7b0e,378
CT2-T4-H39_S2.1,Leray,8494ee5532b9624e8ef45570855c4c6fbef83f20,81
CT2-T4-H39_S2.1,Leray,e494da48da0a7a0b5382825b8ff0c022677e87db,4
CT2-T4-H39_S2.1,Leray,2439425b99d37e9ac683f3246f96980d412ce40c,144
CT2-T4-H39_S2.1,Leray,58d4d96b3102add9c47e7a0c348057ed7cc4e4cf,122
CT2-T4-H39_S2.1,Leray,3c45dc285364fe919ca1bb543306710964fe1eb2,64
CT2-T4-H39_S2.1,Leray,49dd1d8ffc0ebbc88a88afa525f38ec83f214c0c,39
CT2-T4-H39_S2.1,Leray,59b78d43ad1b10bdc85d94c4b7b7c9ce80b34c0b,35
CT2-T4-H39_S2.1,Leray,22a08c5e70237fc985f9c3c59d43669ab257cae2,75
CT2-T4-H39_S2.1,Leray,df96d7fcc9b32a5ecc545e98cb3c9d98642d8567,32
CT2-T4-H39_S2.1,Leray,880c2464b88044eb6d18bf8950e91af03b679587,70
CT2-T4-H39_S2.1,Leray,2bbe85234a0f150c40801bffc14e46a9159c37e6,47
CT2-T4-H39_S2.1,Leray,7054de8103f01958abd3b9f926b00e67b401790f,27
CT2-T4-H39_S2.1,Leray,b37f27efc19eb7bab88efe54f37c5dab42033050,6
CT2-T4-H39_S2.1,Leray,a8e6604baa7ca0f8c1fccb858e7de4b1a40b3f98,5
CT2-T4-H39_S2.1,Leray,61e0aaaa36daa8a4d7ff39045de6898f85b76194,2
CT2-T4-H39_S2.1,Leray,a10e50e0e9ece9c32d19555da44bbe1860d3d313,2
CT2-T4-H39_S3.1,Leray,0c5fa17f7ecf209f6fd088aa6fd53eb627bafcf0,3873
CT2-T4-H39_S3.1,Leray,f736c21058cc8ce107275dac622fe3b316a557a2,2341
CT2-T4-H39_S3.1,Leray,add60dfdaa81b55c808fc154caf15ac941b0ca2a,1004
CT2-T4-H39_S3.1,Leray,5a833e0a478a012b2b934b19b76eb311d63cf891,1997
CT2-T4-H39_S3.1,Leray,b66bf92767420eb5115b7c8aed4dc41a7d17af6d,467
CT2-T4-H39_S3.1,Leray,6865099a80c0043771d0151aa8bda15a713d63e3,209
CT2-T4-H39_S3.1,Leray,a1bd8c3c579e5c0eae315dfe9ba06d3f4b917007,513
CT2-T4-H39_S3.1,Leray,ca6a338620c11bc8b0d3957d29068f6c39c68b5b,218
CT2-T4-H39_S3.1,Leray,bf8f3bfe8fb8e23135280e64efe4cc3cc315b30c,405
CT2-T4-H39_S3.1,Leray,b1fb395dbe6b229152fbf62970f20f129ba0ac46,590
CT2-T4-H39_S3.1,Leray,bfcd14f97747c99372ec23c78dab3909d1561ea0,446
CT2-T4-H39_S3.1,Leray,2818e24c6b2b3f32086b1a3185fb0b1f921a18c2,201
CT2-T4-H39_S3.1,Leray,3b40106afbb37d7c187b02f596332415ddc60eb2,10
CT2-T4-H39_S3.1,Leray,a6e241a59c2ed7900e86b07cb485010902f70636,187
CT2-T4-H39_S3.1,Leray,912fb7e0bfd85f58444bbe415ba711675fae704f,602
CT2-T4-H39_S3.1,Leray,ab61dda559547073235959ebcc4a5d548f4c2108,521
CT2-T4-H39_S3.1,Leray,a1e1ac867f2717f8ee7191dcde461a5f6c026ece,7
CT2-T4-H39_S3.1,Leray,c662d23ca95bbb4a08e5ea4180698afd8e836acc,395
CT2-T4-H39_S3.1,Leray,29e2cbb74a0c27bf98c426eac95fba417478c5ef,156
CT2-T4-H39_S3.1,Leray,336ec8c1679ed2e11aa01173187f551ee8683850,58
CT2-T4-H39_S3.1,Leray,c498e3f34439ebc5e2c661450405703385551ad5,336
CT2-T4-H39_S3.1,Leray,c21bbb2d7293c117c4a3cbf531f9b9655f5a5671,111
CT2-T4-H39_S3.1,Leray,b795654bb5a5d96b8887914b439e1967615dfe3c,229
CT2-T4-H39_S3.1,Leray,dad3039ef3ddbf3004fd9ce1d11ab36401865c63,272
CT2-T4-H39_S3.1,Leray,61ae4f3f50853aa75d8c323233872d3f53943be4,350
CT2-T4-H39_S3.1,Leray,41c028ae8892d6d21f18d77630b9bd7964a46d9f,247
CT2-T4-H39_S3.1,Leray,ac2e5da2fda8b2ccdcdfc15dd15da8730d3f746a,146
CT2-T4-H39_S3.1,Leray,920f75722272dca999a3bf9a69c8a4c4f5a30fa1,75
CT2-T4-H39_S3.1,Leray,0cccaa9c4a9c0d2e44727ea23922450639a795a5,113
CT2-T4-H39_S3.1,Leray,7eb1c2f82d9653f64608154d38944b09e76d55c5,162
CT2-T4-H39_S3.1,Leray,0f176b92a7b941c6459e4648d8bb94725ede1cab,161
CT2-T4-H39_S3.1,Leray,c512b390c2ed88e9ce6c46852d506f89d2996f02,132
CT2-T4-H39_S3.1,Leray,336326330559e26bba2ca780a0b90188284d995b,100
CT2-T4-H39_S3.1,Leray,1ddb32cb0e7d82f86bc29019187dab563029e397,112
CT2-T4-H39_S3.1,Leray,6206693b8580d16f8817597db5eb720da006d4a3,42
CT2-T4-H39_S3.1,Leray,c1118413ee4a696d4f9ebfd8373a3c152e6fbba7,43
CT2-T4-H39_S3.1,Leray,c1640379637f071e28f9393dfdec799b374f443d,29
CT2-T4-H39_S3.1,Leray,c9da9a307b552b62179afb0416b46c3fa4cd8901,6
CT2-T4-H39_S3.1,Leray,abdedf4c6cbbc201c02acff6991a5754eee089dc,5
CT2-T4-H39_S3.1,Leray,e9dc4d16323088d3679a8a1cd06ac873d9ac45f7,2
CT2-T8-H43_S1.1,Leray,c240b5f38c73bcdef8ba7aea1f95273b2d40e3e5,24858
CT2-T8-H43_S1.1,Leray,0c5fa17f7ecf209f6fd088aa6fd53eb627bafcf0,113
CT2-T8-H43_S1.1,Leray,7df189e993f359afe2e5bcaebc5218a2a5b5b64e,338
CT2-T8-H43_S1.1,Leray,f736c21058cc8ce107275dac622fe3b316a557a2,56
CT2-T8-H43_S1.1,Leray,b809a997632c2640cdbe7940f619b45fa30adc45,1084
CT2-T8-H43_S1.1,Leray,605d6ce88281b4bbcff711ac8afe595d978194fa,152
CT2-T8-H43_S1.1,Leray,914275e6686877e25cfdb5df6c8a42744c44f9b0,1134
CT2-T8-H43_S1.1,Leray,c7b90b28374bb6b5493814ed6ea9bbc95a76178c,146
CT2-T8-H43_S1.1,Leray,07328927fc0c18593bb6c76c71003e458b43b9c2,52
CT2-T8-H43_S1.1,Leray,7e7e3c444e485b1ef8a2ba9be584a5691c6ef8e9,16
CT2-T8-H43_S1.1,Leray,3fa61d50fd4949e0d04c0b48f09576ec54f63232,67
CT2-T8-H43_S1.1,Leray,ef58fe9819f05f8ed8d0d5eefa403637f33fb10c,309
CT2-T8-H43_S1.1,Leray,c3fb89f8d0b6dbcec55b04cdfda7f019695eec6c,49
CT2-T8-H43_S1.1,Leray,85c2cce0b81b547ebd05f5623ce7881e5a8db540,127
CT2-T8-H43_S1.1,Leray,0945340d50d9255d08bd4a504591c139b13af1d0,27
CT2-T8-H43_S1.1,Leray,4f2327009bca5c3fe9bcbada8ff3b335b8af6295,11
CT2-T8-H43_S1.1,Leray,e9cb7fb3c745331aaf0280a7b090f4d245bc18ad,44
CT2-T8-H43_S1.1,Leray,2a40548690210bda47bfd4de3aa9c95fcd73c8c2,52
CT2-T8-H43_S1.1,Leray,2f729f3a47c6dab6bbc5dda284a64f74917b9d86,15
CT2-T8-H43_S1.1,Leray,2439425b99d37e9ac683f3246f96980d412ce40c,33
CT2-T8-H43_S1.1,Leray,6b18a206f47395d272d7c4f4a91b5e3da70e82f9,5
CT2-T8-H43_S1.1,Leray,d397f6aeba5625229c1e0c143454aa0b669b5f99,6
CT2-T8-H43_S1.1,Leray,9b60a416003d9d36c43a15b001175ce94ee0bb41,24
CT2-T8-H43_S1.1,Leray,b207e10637dd4c26bbde2449ee1b28d60cf91b84,64
CT2-T8-H43_S1.1,Leray,2735506ea0e9031972791815762c155feeb9394b,11
CT2-T8-H43_S1.1,Leray,f89ed069b74127616b1b75806033fb6381fd4148,34
CT2-T8-H43_S1.1,Leray,2d1dfb4d825a120371ec152ce4490c84f738245d,23
CT2-T8-H43_S1.1,Leray,0116b58b8410321d446a67fa80be554682d60dad,5
CT2-T8-H43_S1.1,Leray,7d9394656d4780970e0d01c0ca2242183fbb2585,12
CT2-T8-H43_S1.1,Leray,a58fe1a9fa0f103f6e76317d8375de4348cde32b,9
CT2-T8-H43_S1.1,Leray,cc423a06e7e7b55090dd756be820f338ffbbe0d1,9
CT2-T8-H43_S1.1,Leray,0eb98ce7667419404efc7515fee920ef78db9145,7
CT2-T8-H43_S1.1,Leray,3843e20d9844474b63eb66170a1666689c49e7cc,7
CT2-T8-H43_S1.1,Leray,a273b566d7a54703934f0d5e69b21accbc875d2f,7
CT2-T8-H43_S1.1,Leray,ff3b5bb99826ecfc3d363beb94b2479eda1e1f2b,2
CT2-T8-H43_S1.1,Leray,d267df575e99bed1ec461abceb8cb01253acbe06,4
CT2-T8-H43_S2.1,Leray,c240b5f38c73bcdef8ba7aea1f95273b2d40e3e5,548
CT2-T8-H43_S2.1,Leray,0c5fa17f7ecf209f6fd088aa6fd53eb627bafcf0,883
CT2-T8-H43_S2.1,Leray,7df189e993f359afe2e5bcaebc5218a2a5b5b64e,44
CT2-T8-H43_S2.1,Leray,f736c21058cc8ce107275dac622fe3b316a557a2,627
CT2-T8-H43_S2.1,Leray,add60dfdaa81b55c808fc154caf15ac941b0ca2a,584
CT2-T8-H43_S2.1,Leray,5a833e0a478a012b2b934b19b76eb311d63cf891,350
CT2-T8-H43_S2.1,Leray,b66bf92767420eb5115b7c8aed4dc41a7d17af6d,98
CT2-T8-H43_S2.1,Leray,914275e6686877e25cfdb5df6c8a42744c44f9b0,221
CT2-T8-H43_S2.1,Leray,6865099a80c0043771d0151aa8bda15a713d63e3,52
CT2-T8-H43_S2.1,Leray,ca6a338620c11bc8b0d3957d29068f6c39c68b5b,125
CT2-T8-H43_S2.1,Leray,b1fb395dbe6b229152fbf62970f20f129ba0ac46,43
CT2-T8-H43_S2.1,Leray,bfcd14f97747c99372ec23c78dab3909d1561ea0,10
CT2-T8-H43_S2.1,Leray,3295752a0e23c38ca91766afff6878c18041e839,11
CT2-T8-H43_S2.1,Leray,2439425b99d37e9ac683f3246f96980d412ce40c,16
CT2-T8-H43_S2.1,Leray,acf75ffb18c5fccd11f08b4b994b63465b7e1166,21
CT2-T8-H43_S2.1,Leray,4dbdc9b023c5d3ceda488650fbd338ef96f092d7,30
CT2-T8-H43_S2.1,Leray,dd1db3be8b451b44db2360a15898dd366da21419,17
CT2-T8-H43_S2.1,Leray,d0fd14451df7bcb24b1a411c4592a8270f098db2,9
CT2-T8-H43_S2.1,Leray,69b58afec38337f5e8501cc341b74d975f0b46fd,6
CT2-T8-H43_S2.1,Leray,77869a877e848de57b3fa32f0d30715653e4a3e7,31
CT2-T8-H43_S2.1,Leray,c9843477ca4e03d63506980db408cd25c06effbe,28
CT2-T8-H43_S2.1,Leray,60df5e6adceb53cde3a9e7fcbaa84d52b55453f3,10
CT2-T8-H43_S2.1,Leray,ef9a820103ae5a9052a637321f6e75b180346e03,5
CT2-T8-H43_S3.1,Leray,c240b5f38c73bcdef8ba7aea1f95273b2d40e3e5,1166
CT2-T8-H43_S3.1,Leray,0c5fa17f7ecf209f6fd088aa6fd53eb627bafcf0,723
CT2-T8-H43_S3.1,Leray,f736c21058cc8ce107275dac622fe3b316a557a2,483
CT2-T8-H43_S3.1,Leray,add60dfdaa81b55c808fc154caf15ac941b0ca2a,451
CT2-T8-H43_S3.1,Leray,c3db1f4fb87f52065f108aea13bad38e2d74d8fa,57
CT2-T8-H43_S3.1,Leray,b809a997632c2640cdbe7940f619b45fa30adc45,7
CT2-T8-H43_S3.1,Leray,5a833e0a478a012b2b934b19b76eb311d63cf891,241
CT2-T8-H43_S3.1,Leray,b66bf92767420eb5115b7c8aed4dc41a7d17af6d,219
CT2-T8-H43_S3.1,Leray,6865099a80c0043771d0151aa8bda15a713d63e3,173
CT2-T8-H43_S3.1,Leray,18bc8062d256c224000582443890cdb333deb155,32
CT2-T8-H43_S3.1,Leray,b1fb395dbe6b229152fbf62970f20f129ba0ac46,46
CT2-T8-H43_S3.1,Leray,2885839f4b72c349770741c1878014867992af4b,142
CT2-T8-H43_S3.1,Leray,bfcd14f97747c99372ec23c78dab3909d1561ea0,47
CT2-T8-H43_S3.1,Leray,6f01a43858c4adeff558f03693318ff97d09a3b6,100
CT2-T8-H43_S3.1,Leray,f722d0eed517ca1485412235b83d44c18e6ccf98,42
CT2-T8-H43_S3.1,Leray,4956c27b442b6765e54667373f4ff3352ca0cc1c,77
CT2-T8-H43_S3.1,Leray,d1f3cf55d4184aa31655a8e64ef8f59fc1f6549b,157
CT2-T8-H43_S3.1,Leray,a1e1ac867f2717f8ee7191dcde461a5f6c026ece,21
CT2-T8-H43_S3.1,Leray,1e9ead786a32e13b537d28ac2c8613108b18c4fa,56
CT2-T8-H43_S3.1,Leray,564d4138d9d4136025fd1cc4ff79dbea5e9fc159,65
CT2-T8-H43_S3.1,Leray,6a2c6f7903d4641d98bc3ccdbc3a0f0569a51b1d,113
CT2-T8-H43_S3.1,Leray,bed1b40ff790b44d4957aee96876422336c8a3f7,9
CT2-T8-H43_S3.1,Leray,1f2f8eb887f02e58f88f51d0e81ea575b78fafab,41
CT2-T8-H43_S3.1,Leray,ea6b75c68344d7e1630c66929dc8a6a05aa3322d,36
CT2-T8-H43_S3.1,Leray,aea45f8036d56e6db86a45d2b52aa5748b34233d,24
CT2-T8-H43_S3.1,Leray,a155e4d9d82fef7445179b3bb9083fcff14a4213,34
CT2-T8-H43_S3.1,Leray,dc810054f59c0eee49394fd61f847a9b53ca2953,5
CT2-T8-H43_S3.1,Leray,b7ebdbb6985dc7198364f9de49dffda452e1647c,12
CT2-T8-H43_S3.1,Leray,de6026aca95bad93bb425a5d998c84e766054926,4
CT2-T8-H43_S3.1,Leray,b6771fd9dbf20028fb13f6c683599e7463aac701,3
CT2-T8-H43_S3.1,Leray,26f89cdb4609121519a22d81a3f9ceb8b29659a8,2
C1-T7-H9_S1.2,Leray,c240b5f38c73bcdef8ba7aea1f95273b2d40e3e5,13542
C1-T7-H9_S1.2,Leray,0c5fa17f7ecf209f6fd088aa6fd53eb627bafcf0,599
C1-T7-H9_S1.2,Leray,7df189e993f359afe2e5bcaebc5218a2a5b5b64e,4326
C1-T7-H9_S1.2,Leray,f736c21058cc8ce107275dac622fe3b316a557a2,553
C1-T7-H9_S1.2,Leray,add60dfdaa81b55c808fc154caf15ac941b0ca2a,369
C1-T7-H9_S1.2,Leray,c3db1f4fb87f52065f108aea13bad38e2d74d8fa,68
C1-T7-H9_S1.2,Leray,b809a997632c2640cdbe7940f619b45fa30adc45,7938
C1-T7-H9_S1.2,Leray,5a833e0a478a012b2b934b19b76eb311d63cf891,138
C1-T7-H9_S1.2,Leray,b66bf92767420eb5115b7c8aed4dc41a7d17af6d,19
C1-T7-H9_S1.2,Leray,605d6ce88281b4bbcff711ac8afe595d978194fa,1596
C1-T7-H9_S1.2,Leray,914275e6686877e25cfdb5df6c8a42744c44f9b0,138
C1-T7-H9_S1.2,Leray,6865099a80c0043771d0151aa8bda15a713d63e3,44
C1-T7-H9_S1.2,Leray,a1bd8c3c579e5c0eae315dfe9ba06d3f4b917007,180
C1-T7-H9_S1.2,Leray,cdffdeed24846ab0fa0610d9f5c119df862c22d2,42
C1-T7-H9_S1.2,Leray,c7b90b28374bb6b5493814ed6ea9bbc95a76178c,953
C1-T7-H9_S1.2,Leray,07328927fc0c18593bb6c76c71003e458b43b9c2,858
C1-T7-H9_S1.2,Leray,ca6a338620c11bc8b0d3957d29068f6c39c68b5b,134
