"","Hash","C1.T7.H9_S3","C1.T8.H10_S3","C2.T8.H18_S3","C2.T9.H19_S3","C3.T7.H26_S3","CT1.T1.H28_S3","CT1.T2.H29_S3","CT1.T3.H30_S3","CT1.T4.H31_S3","CT1.T5.H32_S3","CT1.T6.H33_S3","CT1.T7.H34_S3","CT1.T8.H35_S3","CT2.T1.H36_S3","CT2.T4.H39_S3","CT2.T8.H43_S3"
"23","0820a7f507d89fdcba7a016992fe29a4255663da",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"24","08bb9a0575dffbd6fa050ea5b527132ab874ab22",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"25","09dd172b3307dd83f12bd082cbbc5b51f5dc8dc3",0,4169,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26","0a19cb3e89d835f71f2511817816e72a13f12504",0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0
"27","0a27afa1c3082a62c3944a96876be9987f6a820c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28","0a465aad8e6b056eccae8d7713ace318252849cc",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"29","0a77474508506a951ae042ab14564ebe7a8997c6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
"30","0afb110596a5113207faaeb53be1e1096a7b6f20",0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
"31","0b39665fa84a696115dd5f97bce42bf772721979",0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
"32","0b9add1f44edbc519928bd486242d6cc3d48e65f",0,0,0,0,0,0,0,0,0,832,0,0,0,0,0,0
"33","0b9ef19405cce9556177f10defc85b6c5f078364",0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0
"34","0c48620c953a8c482951346384b1b1c659247a7e",57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35","0c504186478970db981e4601648ad5ff105aaa9b",0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0
"36","0c51f2f29827df7af1f0210d4764602e7050b193",0,0,0,0,0,0,0,0,0,0,27983,0,0,0,0,0
"37","0c5fa17f7ecf209f6fd088aa6fd53eb627bafcf0",450,21,0,0,0,160,0,0,135,0,0,1243,576,2151,4866,3251
"38","0c84003ceec1fb7c3e6c2c04c0221e1bcf2c45f0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"39","0cccaa9c4a9c0d2e44727ea23922450639a795a5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,0
"40","0d630bf1e4606c23f7e853e29fb8eaea372ecdba",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66
"41","0d6de660a5c61dc7f9506fefc67ad1df3d412264",0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0
"42","0de53510347e58dabda2dc43270f04ad3ea2da5c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"43","0df6647b8bcf8d29d6bb1c9420aaea6a09acbb34",0,0,0,0,0,0,0,4117,0,0,0,0,0,0,0,0
"44","0e3319d5a880a077d0bc5fabe464d0c5e81a19f1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
"45","0e6398c5df2fff40c96c1e38d81e196d18522ac8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
"46","0e9007b4e89534a63556b4c2781104595c9b3b9e",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
"47","0f176b92a7b941c6459e4648d8bb94725ede1cab",0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,0
"48","0fb244af03c52021238649fda66757df9dc4e01b",0,0,0,0,0,1252,0,0,0,0,0,0,0,0,0,0
"49","1026cf43c26db5a37c9e08e9c0a88b7f9bde4ca3",0,0,0,0,0,0,0,0,0,0,0,0,9,19,0,0
"50","102cc7c90e2771a785a7ff071903b2194d7b5054",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114
"51","10471049fa84710c525f49ad0803933975192406",0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
"52","10c3d1c8405b910ef842f394542a5580dc7e9010",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"53","10d98a9e8191737474408e3922019918cf9ce20e",76,0,25,0,0,2423,0,0,0,31,0,0,0,0,0,0
"54","1143cc83af5a9d713c74d7d433cfb83287037b8e",0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
"55","114d9a26e85197775de9b4d539b22900e02bb33c",75,0,741,0,0,0,0,0,0,0,0,0,0,0,0,0
"56","11f6090e3579ac3eeba08e00d2172af4bd4b49dd",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57","1253006a842f4a4901c9c006c4af6738415730e6",0,0,0,0,0,0,447,0,0,0,0,0,0,0,0,0
"58","13503722fd14c37395737a4f80960de62dd1a733",0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0
"59","13e98cde4f09933bd5607f2a67b7d6ccfc86c02e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60","13fe091c959267b98f16d004d1d4f61ab2e47080",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"61","14185f4dd88bc581f98ab10ffd2cb11423e579a1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"62","146e758f20c64a759334b1c4452af06c1f9e2b27",0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0
"63","14b9ad84102f6b00cde2ca65946dd1e9ce5121c3",0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0
"64","14c23d62f3cde5e060e5aa22522eeea5c941e860",0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0
"65","15c59e06d3e52fafd532ff1779a20ec6d982bd2a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"66","16b1ac2b923677ae51e453bc406893e614c28baf",0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
"67","16d3472e6d0c028b87f0b97c135b665c2f274702",0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0
"68","16fafc94960ff7254af063b9d034237af0c99bb0",0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0
"69","1784e869dc2724619a035c17ab1fff64ceb125f7",0,0,131,891,0,14,0,0,0,0,0,0,0,9,1257,291
"70","17e02c0ee08c4d34161be025261ec2e420073e61",0,0,0,0,0,259,0,0,0,0,0,0,0,0,0,0
"71","17f78af2751fc6ee34901df0592a0a6f04cf615f",0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0
"72","1893923acab4675b218cf79879e1f49ccdbef020",0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0
"73","18bc8062d256c224000582443890cdb333deb155",0,41,0,0,0,52,127,0,0,419,0,0,498,132,0,32
"74","18c7f5002e7cf3ff5b6eb6aab4fec0d7d5d363a8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0
"75","18e3da3753b768ffb3358b49c2b2727aa254a858",0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
"76","1943c2dbc537174854615a463ff0978c1f9316d1",0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0
"77","197f64ec95a37b7818b67d00680e0386e90a9d8e",0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0
"78","19e12fb7011c14e598199dfada60903d6ec6b472",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"79","19e2d8924e99f1a60555875f40f2f4abbcb91b22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"80","1a08bb6d37d7924e5dab4c0408f64896eacb991a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"81","1ab3bca392087a2194bf40e8c0e37d000a0a7081",0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
"82","1b944edf74a798e6ddb83cc099875daf581d6278",0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
"83","1bda6993448f238e0d80554c16583a82adf04bcd",0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0
"84","1c13e9ef7e8cb97448c9556c5cae61a9ab171c33",0,0,0,408,0,0,0,0,0,0,0,64,0,0,2115,635
"85","1c496648990f4b4f7fa1f4f2facf3a3e9e2eb99d",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
"86","1c7aee32d52c5a25d862a3e148b6cf04ab8f88da",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"87","1c99f89f3ae48229ed94a3ec57ae4f8ab4c0459c",0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0
"88","1cc6f81c85d5da309ba16bf3732462d69de88ad9",0,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0
"89","1d702db868e4e65b1a3b3c1fa8989616f926b4e2",0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0
"90","1da9dc29d5832bb4022e894cbce86897df521a33",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"91","1ddb32cb0e7d82f86bc29019187dab563029e397",0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0
"92","1e823715b95b2e76d7b69608b26072704c7c2ef1",0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
"93","1e8a8291966c172ef539251c5aad9dbd72bde6ed",0,0,0,277,0,0,0,0,0,0,0,322,0,43,0,0
"94","1e9ead786a32e13b537d28ac2c8613108b18c4fa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,527
"95","1ed69552a3bb0d8b0177dfd7c8c2d1147d350cc9",255,0,0,0,0,0,0,0,70,0,0,0,207,0,0,0
"96","1edc29f22f7762ee27a5f5349b85c16a9a9f4e9f",0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0
"97","1efdc12c7a55e43af98341cab4bca126716d5574",0,0,0,0,0,0,1547,0,0,0,0,0,0,0,0,0
"98","1f2f8eb887f02e58f88f51d0e81ea575b78fafab",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312
"99","1fcf5441d358d497a4b182b240116d2f0b8df03a",0,0,0,211,5,3,0,0,0,0,0,18,0,0,10,0
"100","1fd0cca87a452616bd107a2dba731bf07d51aeef",438,698,3360,0,0,0,0,0,0,0,0,0,0,0,0,866
"101","2010a621a13cf49374bf4c950a42175421a652b0",162,0,136,294,0,164,0,0,0,0,0,0,0,0,892,257
"102","2028cb23a3b9e38e83ee01fb95f6b58a57b4cbae",0,0,0,0,0,0,0,0,0,412,0,0,0,0,0,0
"103","2041f6b207b2daddfa4826ea21b6469a08e84de4",0,0,0,0,0,215,0,0,0,0,0,0,0,0,0,0
"104","207114b11583026b14531339aeff5641dd94caec",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105","209df9d2e5a436f4beef631b2c0ba48ce3fd1415",0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0
"106","20a963228bf9d1f9abbd04332bb1a806ec23e91e",0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0
"107","21c4daa796010821fcdc035ee97bb1188fdc8025",0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0
"108","21ed13fe3ace8060314f604c98eb7b593d0e6ba2",495,0,0,0,0,94,0,0,0,0,0,0,0,1391,0,0
"109","220eb03d96827b5dd2d1770f92c3af264c69cb15",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"110","2213c32e2e48ecd9166ec31ddadbd0889bf4ad31",0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0
"111","22b408f95bed71e330f22c29cc2766145e4cdde7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"112","23b3707a70c35e8bc340f538148b594f7e562489",0,0,0,2766,0,0,0,0,0,0,0,0,0,0,0,0
"113","2441c8a4277be431371a52574e0f0ad5ecb18362",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"114","245d10f3ede9a4edf02a33bd50b494c74e1d9338",0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
"115","247f09ccc8ae0ecc2da039900610e5494db93abe",9,0,339,1310,0,39,0,0,0,0,0,0,0,4,23,3
"116","248c3d8841ec5d3f7fef663348c830c67d885b6a",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"117","249c131ed1a59c91c188949a4b82dfac0fc8bf31",0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0
"118","24c0b69318a678939ba9f93094a44f8d226eaa56",0,0,0,0,2325,0,1535,0,0,453,0,0,0,0,0,0
"119","25227be978107c3c84579bdb6aa68fbf0be4b579",0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0
"120","25a56363fb9874c1547000319a528ece129ae81c",0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0
"121","2622a018d1047427185136ee93311e89cf68299e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"122","263b164298a75a01d8a9b505ac4348c656de392f",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"123","2655c6ab73c0d798851414a6bc09fc1b4469d3a9",17,1912,39,0,0,7272,0,0,0,17,0,0,0,0,0,0
"124","26573fd5fcc419dc4395f70ca0b0d2a97a424ca2",0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
"125","26eb63a7a8f767544eedf014e6963a874c7e9b81",0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0
"126","26f89cdb4609121519a22d81a3f9ceb8b29659a8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"127","27105f8c2130d319d300720b9efe036db204e6dc",0,0,0,0,0,0,0,0,0,0,0,548,0,0,0,0
"128","277b80fdb5e574c7b80b5a61bb9d14bd71fecb9b",1786,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"129","277f415b8d7c5948a729ca5ce6f7df25074485e0",0,0,0,0,0,0,0,0,672,0,0,0,0,0,0,0
"130","278560267ee3ca83e760af45b2ebffdff5aa13bb",0,0,0,0,0,0,0,0,0,0,0,253,0,0,0,0
"131","27ac40941d576929c67303395d514f56cd67acc9",0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0
"132","28047060a764c8d2f133476a3c1893291d007c2e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,0
"133","2818e24c6b2b3f32086b1a3185fb0b1f921a18c2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,0
"134","28555dc190579605842c24ea45094e08e1989450",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"135","2885839f4b72c349770741c1878014867992af4b",236,0,0,98,0,0,0,0,0,0,0,45,99,0,0,965
"136","28e453749a4342102f092d1c2932a5fc80546baa",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"137","2916bb33bc1c7985c04e76045666a4a43c03175f",0,0,0,0,0,0,0,0,4309,0,0,0,0,0,0,0
"138","29595f5ef3c4ba3c364628e3483e964ceecd25b6",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"139","2959866fcedfaea21879cab9b1cab927c43b9d98",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"140","295ad1e11df678ccfe144bec61782ab98dac24c2",0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
"141","296bd610b85369f8efd17789d1d691f21df41b31",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"142","29e2cbb74a0c27bf98c426eac95fba417478c5ef",0,0,0,4,0,0,0,0,0,8,0,0,0,22,271,0
"143","29ee18755c054f9968609bdc88b4cb036bbc18c4",116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"144","29fb71347dc295987beb64f0892f14c43e7acfa0",0,0,0,0,672,0,0,0,0,0,0,0,0,0,0,0
"145","29ff75e84a65e44995ba5da9ea7815a78ca64a79",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
"146","2a24470d9f6f016d43a270ded06f52d73df93b2b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"147","2a6e2364a5abad43d675c87dfb9a3e23ca1e678d",0,0,0,0,0,0,0,0,152,0,0,0,0,0,0,0
"148","2a88600f3ca32f38e1f071ebfc5400e2f4db3330",0,0,0,0,0,0,310,0,0,4,6,0,0,0,0,0
"149","2a8947f9f7aba0d52b990585f0c031e6411ff2fc",0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0
"150","2ad1393a5a4075f77b93321d57e0c0727ac2cade",0,3,0,0,0,0,18,0,0,0,0,0,0,14,0,0
"151","2b1e8a9c1ce7a90ec2f34de16ba87cc8b05f2b0f",0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0
"152","2b368962e6dfc39ad167d4166053580d714b1d0b",0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0
"153","2c6702a71d49faf560e2124adb5ad3f5f84993b7",0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0
"154","2cc2cf417338b1637b18f3955dc7c2961d1ac608",0,0,0,0,0,0,0,0,0,0,0,0,0,186,0,0
"155","2cfd457adc6936d89195dd4765ae81286f8b0ed5",313,0,0,45,0,70,0,0,0,0,0,0,0,1637,47,0
"156","2d7f345e43a11696dabc07f2b05694313d87bdcd",0,0,0,0,0,0,1671,0,0,977,0,0,0,0,0,0
"157","2e7fd9b83cde32c49dd67fab73609fefc6b7bec1",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"158","2e9a576082ccc4690ba355bc4f0dcff27bf81c28",0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
"159","2f2b7d1ae79b53af3f2bfd57a2021b9c2ee607c7",0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0
"160","2f70a354cd905fd309a50f5ce14c343d62301677",0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0
"161","2f9a39c8d8b69f7eedcd3582326b652370ce2ab1",3097,5274,24520,0,0,3706,0,0,66,0,0,539,0,22,0,4885
"162","3004535988ee0dcfeb2d8fb9f1248e658501e86f",0,0,0,0,0,122,0,0,91,0,0,0,0,0,0,0
"163","3233a5be9d288612c5da05c92d62a9b5d960076c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56
"164","32592cd656c827346423093e2e390b39b13dfab3",0,0,1218,0,0,0,0,0,0,0,0,0,0,0,0,0
"165","3278d910f88cd11957abbfb8a7d407b64d2c322b",0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0
"166","328c7b8928c7043219cc2804267f8c3bffe8343c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"167","3295752a0e23c38ca91766afff6878c18041e839",0,0,0,0,0,0,0,0,0,296,0,0,0,0,0,0
"168","32c7429ef986d3d6e6568889cab2755dd190fdbc",12,0,0,31,0,3,0,0,0,0,0,0,0,21,2,0
"169","32fab126422cd9be6860213d9e723b574d3614c2",0,0,0,0,0,242,0,0,0,0,0,0,0,0,0,0
"170","3336749f20eb718f7ee8cfa30022b05b865b56b8",0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0
"171","333fd3d3b88faf1718a974b8e1fc30da1b02da10",0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"172","33477cfd57ef0e57b5ab2e51a56973a55a6db82a",0,0,0,0,0,0,0,0,231,0,0,0,0,0,0,0
"173","336326330559e26bba2ca780a0b90188284d995b",0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0
"174","336ec8c1679ed2e11aa01173187f551ee8683850",0,0,0,12,0,0,10,0,0,9,0,0,3,105,269,0
"175","33839e927895fe65dd93c481f467024b5ba0e3bf",0,0,0,0,422,388,0,0,1455,654,21,830,0,0,0,0
"176","33f2049df73abee355aaf102f1c6c31652f4daa5",0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0
"177","341af4578589426b51b35022c4f152beb47cedf5",0,0,0,0,0,0,0,0,0,0,7169,0,0,0,0,0
"178","341d37f9958a54163d7987e0dc5bb17818c5c7d8",30,0,8,95,0,55,0,0,0,0,0,0,0,0,2277,703
"179","34ac2f188bf73d6c52b9933ba762c46b06845238",0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0
"180","34c17956dbc88866d4171650ea80171ebb0a49f4",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"181","356625f046679b0a47225fe93f829b4fa81cda5f",0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0
"182","363a7fed6b4ef59f0d3847483c765d95cd1bc297",0,0,0,182,0,0,0,0,0,0,0,105,0,34,378,0
"183","365a0e9f26b722261bf58fa04e7c7d4a783992de",0,0,0,0,732,0,0,0,0,0,9,0,0,0,0,0
"184","366bcd23a104bbca5cc64b6ce7fb0156ce975c1c",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"185","36732cef83c957b2d346261fa595abf53825082e",0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0
"186","373b12d1df67de6c553a942871c3d674753f8cf8",0,0,0,0,236,0,0,0,0,0,0,0,0,0,0,0
"187","37e5546d5ec5a6a50270e4b071d33b5f494381d8",0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0
"188","381610426e31b112903a2b0c51b0fbe9dbe1a6ba",0,0,0,1657,0,0,0,0,0,0,0,0,0,0,0,0
"189","3825dc69109745dde87146e1cd52de6e42743ca7",0,0,0,0,0,0,0,0,0,0,0,0,0,323,0,0
"190","3855bfab8b2afdb2b740530c990e9a2535c5a15b",271,0,0,0,0,166,0,0,0,0,0,0,0,2604,0,0
"191","387d4852e3e92fa092e4d58207f93a07a1040fd7",0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
"192","388725f240f778bbad66a1a652b752a88fd3956a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"193","388fd456964ac1bc2a2bc7dd5567b0f8297390f1",0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0
"194","38bd7c41421d8b81bc3461f71c588bdfd94ae9cc",0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0
"195","38ecfaf01d32485f85c09538c7bfacdb9f121736",0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0
"196","3907c0c3540893fea852cf1e2e15ee876e097dc1",0,0,1455,0,0,846,0,0,0,0,0,671,0,0,516,437
"197","3949ba94f0477add06d64a4ce6018ac190c245c1",54,0,0,0,0,56,0,0,0,0,0,0,0,82,0,0
"198","3981e4230f67261795266f1c6c06c15710ffd312",0,0,0,0,0,0,0,0,0,0,0,0,0,0,738,0
"199","398789a224f4bd053ecd60cb02f482d29c4c3383",0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0
"200","399abe2aba71b7f05c276982e26afef10c98fa08",0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0
"201","39e9e35df5f7fc0ad309ccf548e530455e0dc43b",0,0,0,0,1625,0,0,0,0,0,0,0,0,0,0,0
"202","3a0966c0b3c5ccb5d42578ef60cae5c5d7aec8e5",0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0
"203","3a09dce2a613895c4750ec9fe6e43825b2b3488c",108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"204","3a2d8729377387bb0d1f17479047aef1b995af1e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"205","3a4660f8928b0bba5379764b63c8f98ae30a1d3b",343,41,48,0,0,717,0,0,0,71,0,0,0,292,0,0
"206","3a7c698a38f760bccb4381b3ff98dec1468bda94",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"207","3b2a2a2dbbe6774780bde247a2444a1a72ff5398",0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
"208","3b40106afbb37d7c187b02f596332415ddc60eb2",473,369,11,174,18,0,0,0,156,0,0,20,12,12,26,12
"209","3b46a0689c4dc296a5046eb3cfb003a0ca04e7fe",0,0,56,0,0,0,0,0,0,0,0,0,0,144,0,0
"210","3b4ada1bf0a5f33636d3a04f1421d977779a686f",0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0
"211","3b4deef68ab606924924048c116ef0c7c34ec1f4",0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
"212","3b8786430de3d7fc1d7a51dafe547c49adadb841",0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0
"213","3bda6b8265a3be4b89e9679effa242912ccae21a",0,0,0,0,0,0,0,0,0,0,0,0,0,207,0,0
"214","3c32d58513825484c47705b7d424175ab81ca09e",0,0,0,0,0,42,0,0,0,0,0,247,0,0,0,0
"215","3c7c1d9cf94529288352349559c37b4905d560f6",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
"216","3c9b2ac9f3bbbf0b47146977ac9ac896d4e5d96f",0,0,0,0,890,0,0,0,0,0,0,0,0,0,0,0
"217","3d075b563d4e64da9f61e6e0004716d5ab494bbc",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
"218","3d2154f1f89eee8572f0ed071b6aaf650f5ea94a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87
