"","Hash","C1.T7.H9_S1","C1.T8.H10_S1","C2.T8.H18_S1","C3.T6.H25_S1","C3.T7.H26_S1","CT1.T1.H28_S1","CT1.T2.H29_S1","CT1.T3.H30_S1","CT1.T4.H31_S1","CT1.T5.H32_S1","CT1.T6.H33_S1","CT1.T7.H34_S1","CT1.T8.H35_S1","CT2.T1.H36_S1","CT2.T4.H39_S1","CT2.T8.H43_S1"
"90","1198d0e18cc74aff113e974de50269252576249d",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"91","11b6f4a822296d9ac299cca0847a7f3376a6dff4",0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0
"92","122c38a56e2d6e6bbfff2d738cf174ab8d7401a6",0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0
"93","123da3e7641d66858145f42709447766bbe62873",0,0,0,0,0,0,0,552,0,0,0,0,0,0,0,0
"94","12e55bd79c3607a0db758f71f1bfa377d2901f11",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"95","134558db002ef4fed720988d68f864ca1621cae8",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
"96","1371a05ed7190a1e866393395f1f590c5cc01ef7",0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0
"97","137c0fdf7bd5b76fe1c6b44c700c09f74c12535c",0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0
"98","13b8016e33ec2ed1621e09f98913914f282e4715",0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0
"99","13d4114046cb395e85da1be98837a9c692eb7728",0,0,0,0,0,0,160,0,506,0,1002,0,0,0,0,0
"100","13dfed8b69f5d4139ad79da7deb7b0d04fa3fd20",0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0
"101","13e98cde4f09933bd5607f2a67b7d6ccfc86c02e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"102","13f9c2153fbb76323f3d8656aa435b7ddf79b35b",858,148,85,0,0,0,0,0,0,0,0,0,0,0,0,0
"103","14185f4dd88bc581f98ab10ffd2cb11423e579a1",0,0,0,0,0,61,0,0,0,115,0,0,0,0,0,0
"104","143a1a368743bfb4333b13e49b0a228c3fcd5b05",0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0
"105","14445ada9491b695af3c8d8f760324d5c63437f5",0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
"106","146e758f20c64a759334b1c4452af06c1f9e2b27",0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
"107","1491f4b1c2ee1f7e7da61e612def75fcc3bb4607",0,0,0,0,0,0,12,36,0,22,0,0,0,0,0,0
"108","14b9ad84102f6b00cde2ca65946dd1e9ce5121c3",66,0,0,0,29,0,0,0,0,46,0,0,55,0,0,65
"109","14c23d62f3cde5e060e5aa22522eeea5c941e860",80,0,0,0,32,0,0,0,0,0,0,36,64,0,0,0
"110","14c8aed2e67092ff7d23ce2904f76089ab91e32d",0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
"111","14c9f5fcc610a1f0126bca59d109c89acd6b7042",0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0
"112","14f754da03f164a181f8d8daea94ee359b2db148",0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0
"113","14fa0492b778158e96b5723c8947c81d9062c6e1",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"114","1511209aba9d1c3ed9a7b879f82aaeed2290bf5b",0,0,0,0,0,0,0,0,0,0,0,33,19,0,0,0
"115","151eae414e69639ae5279bfe81fd2d98b467beb4",0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
"116","1567f7227a371cdfabfaa7df5f794415ecbe3cba",0,0,0,49,71,146,82,98,0,40,66,0,9,0,0,4
"117","15802cd201325c01b4af1921cf781b5ef91bec5f",0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
"118","15c59e06d3e52fafd532ff1779a20ec6d982bd2a",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"119","15f1724a808f5473ed8c2f2786ca68147ca2d103",0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0
"120","1609a4575da1e7f70557c208fe92f4f37e3a027d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
"121","1657bdcb6bf3bc21b750b3a9fcc7bfb45173eec2",0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0
"122","165cff3a601015d924c63001a6d27e1dc72ce95b",0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0
"123","166dc3c087ee683724dda1047b1ee5d178d5549b",0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0
"124","1679e33e54d562c9ffbfac61fb901c5317727313",0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0
"125","1697ba47f1c2be293c647c5091398b901634ae3a",0,0,0,283,653,0,217,226,0,152,3960,0,0,0,0,0
"126","16abb61e0666f920d2caa1a3868780e2ad973878",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"127","16b9742896671941174ee7b1b3e417966b6f3222",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
"128","16cf3ad690fa027382a2648c05a99f835a89a80f",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"129","16fafc94960ff7254af063b9d034237af0c99bb0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"130","1703ccbe1fffc218367bd25e96fc4dc95f6d5011",1786,482,284,0,0,0,0,0,0,0,0,0,0,0,0,0
"131","1784e869dc2724619a035c17ab1fff64ceb125f7",26,0,0,0,0,0,0,0,0,16,0,0,565,0,0,0
"132","178e4c0f928bb64a7f7f47cda05f8a024f7025ff",0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0
"133","17e50c361d0ee3dca50193093804268e84b42a6b",0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0
"134","1893923acab4675b218cf79879e1f49ccdbef020",0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0
"135","1894eeed7497f66b48221f7fecbf0d5643fd924f",0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
"136","18bc8062d256c224000582443890cdb333deb155",20,0,0,0,0,101,0,0,0,108,0,0,0,0,1876,0
"137","19a5edec57bc74aa5c2569942984d0257fdb79bb",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
"138","19e12fb7011c14e598199dfada60903d6ec6b472",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"139","19e2d8924e99f1a60555875f40f2f4abbcb91b22",0,94,86,200,409,160,331,192,139,701,104,0,0,17,0,87
"140","1a08bb6d37d7924e5dab4c0408f64896eacb991a",145,0,168,1012,3079,216,1400,625,2812,3538,2279,0,105,15,0,0
"141","1a7fefb088feff1d978f3aa28fda9eada035e676",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
"142","1a9368e90aea8e50df4cb2c9d540bcda3d0d5eed",0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0
"143","1ab3bca392087a2194bf40e8c0e37d000a0a7081",418,0,199,0,0,0,0,0,0,353,0,150,0,142,0,57
"144","1ad99b68bfb99efe732722f294c213e786904c0e",0,0,0,0,240,0,0,0,0,0,0,0,0,0,0,0
"145","1b524f78ed95d246bc83c59ca9285e985f95be45",0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0
"146","1b61413ba8b8c607f03733c8ccd72f1e881a895c",0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0
"147","1c13e9ef7e8cb97448c9556c5cae61a9ab171c33",14,0,0,0,0,0,0,0,0,0,0,0,232,0,0,0
"148","1c2b6695cc6406ba3067039d197acdf8102a8b76",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"149","1c7aee32d52c5a25d862a3e148b6cf04ab8f88da",0,0,0,0,0,0,0,0,0,0,223,79,0,0,0,0
"150","1c97dd14057d6df0af300a5a1c2ed069b61f4cd6",0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0
"151","1c99f89f3ae48229ed94a3ec57ae4f8ab4c0459c",0,0,0,0,0,14,8,24,0,0,0,0,0,0,0,0
"152","1cc6f81c85d5da309ba16bf3732462d69de88ad9",0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
"153","1cde04decf0a622801062f1538eff411e4875b3f",0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
"154","1da9dc29d5832bb4022e894cbce86897df521a33",80,0,39,0,0,0,0,0,0,8,0,85,0,48,0,0
"155","1dab2f7ad7e9b19ff2bdc48b66844f7080e59bdc",0,0,0,0,0,0,0,20,0,0,0,0,18,0,0,0
"156","1db1b49185d0d4cf20f888eb9992b256f76a4651",0,0,156,131,443,207,289,0,254,199,3244,99,0,0,0,190
"157","1dcce8360826b98c802d159442bdd5a344727f31",0,0,0,46,150,4,0,0,0,0,6,0,0,0,0,0
"158","1dfabd1fb36e925dabf57e6ced258ec2420af3da",0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0
"159","1e25ac3dedb27364157d9517726025228a3cb669",0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0
"160","1e73f26bc6ce3ab6bf281c5c0513502bbdb3c809",0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0
"161","1e823715b95b2e76d7b69608b26072704c7c2ef1",38,8,41,18,24,10,18,0,13,0,0,0,12,13,0,52
"162","1ed69552a3bb0d8b0177dfd7c8c2d1147d350cc9",0,0,0,0,0,32,0,0,0,0,0,0,0,0,208,0
"163","1ef111d246ce25b6e32dbe1036711e2e9190c0ac",0,0,0,136,302,0,0,0,0,0,0,0,0,0,0,0
"164","1fb857205357fb77b9acef3e5e958356abc2cc4f",0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0
"165","1fcf5441d358d497a4b182b240116d2f0b8df03a",0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0
"166","1fd0cca87a452616bd107a2dba731bf07d51aeef",730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,887
"167","2010a621a13cf49374bf4c950a42175421a652b0",143,0,0,0,167,0,0,0,0,342,191,179,284,0,0,100
"168","207114b11583026b14531339aeff5641dd94caec",0,0,0,63,123,169,168,215,211,951,0,0,0,0,0,0
"169","208e4059d092fa9dea3ed9fb45c122d14b2f98e3",0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"170","20b5ec6872a4b64c8d4204a9c4e735609e284ab6",0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
"171","210c5cae1a8a68254d483d7af92e7e9b26043269",0,0,0,0,0,10,0,0,0,0,23,0,0,0,0,0
"172","213c6ef6725792e36fd07564ee73ae7408b1e32c",0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0
"173","215f7e73ed8b068882c25a034e2d44b152fd76c4",0,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0
"174","21ed13fe3ace8060314f604c98eb7b593d0e6ba2",1531,791,2562,731,2043,3654,2715,298,2358,4567,2908,1858,2232,502,0,1800
"175","226b0b1b11380b3b38e32b6dbd69770cc7a11697",0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0
"176","228f76610ca725497dcda44c276f27cbceafe2d7",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
"177","22b408f95bed71e330f22c29cc2766145e4cdde7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"178","22dffd2b1a0030cf020b43f1a82bcbdd6144b69b",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"179","22e121c5e717977ba650ce07bba1fcf219a91de3",0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0
"180","233eb3317826d1453ee8dd41bdd8a1f855ec31ed",0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
"181","237d6d5b11b002eeabbbea27bc8acc194c73208c",0,0,0,31,0,44,0,0,0,0,0,0,0,0,0,0
"182","23f0bc9737e8f27bb71ae8a965978f4bf4ea9422",0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0
"183","2439425b99d37e9ac683f3246f96980d412ce40c",57,0,0,0,0,5,0,0,0,6,0,0,16,0,0,46
"184","2441c8a4277be431371a52574e0f0ad5ecb18362",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"185","245d10f3ede9a4edf02a33bd50b494c74e1d9338",0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
"186","247f09ccc8ae0ecc2da039900610e5494db93abe",99,0,0,0,11,0,0,0,78,5,0,8,204,0,0,0
"187","2496816a4e4f257528704b34e739c726d44494e1",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
"188","24b3542ed5aba4310544944e7267db48df5409d2",0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0
"189","24f8efc99e68df6b2f6d8fa673ca62e4eb06ec57",0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0
"190","25677d1bff10d2dbe40b64d43cba25d819de27c7",0,0,0,0,0,0,0,0,0,0,247,0,0,0,0,0
"191","25c208e03a668c3e073411c7916d4c236fea3fee",0,0,0,0,0,0,0,0,0,0,0,0,249,0,0,0
"192","260bb4330a36f5b608a849418eedc92e5d2a9f64",0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0
"193","2622a018d1047427185136ee93311e89cf68299e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"194","2655c6ab73c0d798851414a6bc09fc1b4469d3a9",0,0,0,0,226,0,0,0,71,0,0,0,0,0,0,0
"195","26f34db7e7f95f1fd2e2b6589eb7304b27e342bc",0,0,0,20,0,9,9,0,0,0,0,0,0,0,0,0
"196","2735506ea0e9031972791815762c155feeb9394b",0,0,0,0,0,13,50,0,0,0,14,0,76,0,0,37
"197","27897ba25b0715465c188c294983f4de76639590",0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
"198","28047060a764c8d2f133476a3c1893291d007c2e",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"199","281b182b4085c12fc4116a1c4d31f8fc8eb03893",0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0
"200","28430b860bc9a5a247bc4b00ba8022fe0b9e181f",0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
"201","2882c6e1c17d57b19c7e97bc74c97646f06ec837",0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
"202","28a76bfffb72aecd69b7760f2cf5fbb89bd2cc98",47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"203","28da5f77741e0842c8f932d69eeee6cdc3cb0c67",0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
"204","290b499ec51577586716fb681d80ff3b8bbdfe94",0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
"205","29401206da52b3885723922a13d673c2107a63c4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
"206","2974a404ab1a2005d90ce9e30d4b68b9f680e6ad",0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0
"207","29b61be3a352e21d5fa83d064cd956f078f69703",0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0
"208","29c475a6f97dcc02a73262f640a62f86aff2cad2",0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0
"209","29e52d9fe219c323dd10e9de0ba04739b3a204f9",0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0
"210","29e9ed3a1aba55148a4cd1b4b9f084c75d04b3f0",0,0,0,0,327,0,0,0,0,0,0,0,0,0,0,0
"211","2a1a773cef796292dafa1460e7f8cd153de66954",0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0
"212","2a24470d9f6f016d43a270ded06f52d73df93b2b",0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0
"213","2a40548690210bda47bfd4de3aa9c95fcd73c8c2",0,0,0,45,8,176,41,0,0,30,0,15,153,0,0,74
"214","2a55a68ce4b253142e2f2c6da2ee4dd951a79c89",0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
"215","2a82828552f7ea7485386cf7416f12e08422a976",0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0
