Sample_ID_short,Sample_ID,Sample_ID_dot,cycle,Sizefractionmm,max_size,biomass,Date,LATITUDE,LONGITUDE,day_night,day_night_0_1,Cast,temperature_C,SPAR,PAR,intergrated_chl,PAR_1_depth,Par1,ParSurf,Latitude,Longitude,chl_max,chl_max_depth,Latitude_chl_max_table,Cycle,Depthm,NO3,NO2,NH4,PO4,SIL,biomass_dry,Nreads_coi,Nreads18s,Volume_Filtered_m3,biomass_normalized,"prDM: Pressure, Digiquartz [db]","sbeox0V: Oxygen raw, SBE 43 [V]",spar,par,"CStarAt0: Beam Attenuation, WET Labs C-Star [1/m]","CStarTr0: Beam Transmission, WET Labs C-Star [%]",fluorescence,latitude: Latitude [deg],longitude: Longitude [deg],depth,potemp1,potemp2,Sal1,Sal2,density1,density2,oxy_mlL,"sbox0Mm/Kg: Oxygen, SBE 43 [umol/kg], WS = 2",oxy_sat,SUNA_Nitrate,hypoxia_ml_l,hypoxia_depth,beam_val,beam_depth,mixedlayerdepths,nitracline_depth,nitrate,distance_from_shore
CT1-T8-H35,CT1-T8-H35_S3,CT1.T8.H35_S3,T1,2-Jan,2,0.9787,08/10/2021,35.1785,-122.30045,night,0,93,14.68870222,9.7753,0.008458604,8.3863,10,0.0010773,0.10773,35.1769,-122.29938,1.631833333,24.81766667,23.45125333,T1,20.75,1.831,0.13575,0.52375,0.41225,2.2655,NaN,30888,61531,264,NaN,12.5,1.6723125,9.7753,NaN,0.0787375,98.0699875,1.00973125,35.1769,-122.29938,12.4091875,NaN,16.601525,NaN,33.49135,NaN,24.4496125,3.5091,153.0914375,62.516375,NaN,1.99955,211.846,96.5668,19.854,30.7623714285714,34.766,5.244,119.484327228147
CT2-T1-H36,CT2-T1-H36_S1,CT2.T1.H36_S1,T2,0.2-0.5,0.5,0.179,08/10/2021,35.56326667,-121.6068833,day,1,95,13.60420811,143.2751351,1.885585946,68.88,60,0.080728,8.0728,35.5628,-121.6062,2.443066667,19.85366667,17.7814,NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11440,218062,273,NaN,16.5,1.8356875,134.9,5.423825,0.1793625,95.616775,2.00485,31.11745,-121.606165,16.379375,NaN,15.831225,NaN,33.3592625,NaN,24.523775,4.09455,178.764125,70.634,NaN,2.233,144.391,95.402,17.868,23.8911457142857,NaN,NaN,395.828345736245
CT2-T1-H36,CT2-T1-H36_S2,CT2.T1.H36_S2,T2,0.5-1,1,0.3228,08/10/2021,35.56326667,-121.6068833,day,1,95,13.60420811,143.2751351,1.885585946,68.88,60,0.080728,8.0728,35.5628,-121.6062,2.443066667,19.85366667,17.7814,NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,54106,234313,273,NaN,16.5,1.8356875,134.9,5.423825,0.1793625,95.616775,2.00485,31.11745,-121.606165,16.379375,NaN,15.831225,NaN,33.3592625,NaN,24.523775,4.09455,178.764125,70.634,NaN,2.233,144.391,95.402,17.868,23.8911457142857,NaN,NaN,395.828345736245
CT2-T1-H36,CT2-T1-H36_S3,CT2.T1.H36_S3,T2,2-Jan,2,0.194,08/10/2021,35.56326667,-121.6068833,day,1,95,13.60420811,143.2751351,1.885585946,68.88,60,0.080728,8.0728,35.5628,-121.6062,2.443066667,19.85366667,17.7814,NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21870,223871,273,NaN,16.5,1.8356875,134.9,5.423825,0.1793625,95.616775,2.00485,31.11745,-121.606165,16.379375,NaN,15.831225,NaN,33.3592625,NaN,24.523775,4.09455,178.764125,70.634,NaN,2.233,144.391,95.402,17.868,23.8911457142857,NaN,NaN,395.828345736245
CT2-T4-H39,CT2-T4-H39_S1,CT2.T4.H39_S1,T2,0.2-0.5,0.5,0.199,08/10/2021,35.13105,-121.2592,day,1,96,14.62491111,1041.611111,34.25830667,46.21,45,2.0429,204.29,35.42976,-121.5033,2.579066667,19.854,35.42974,NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19294,42734,308,NaN,12.5,2.02525,1023.475,84.932875,0.15185,96.27769375,1.3498,35.42976,-121.503283125,12.408875,NaN,16.11135,NaN,33.58603125,NaN,24.6348375,4.58971875,200.068,81.589375,NaN,1.98875,244.565,96.4229,13.898,32.9056190476191,NaN,NaN,41.8635927597508
CT2-T4-H39,CT2-T4-H39_S2,CT2.T4.H39_S2,T2,0.5-1,1,0.264,08/10/2021,35.13105,-121.2592,day,1,96,14.62491111,1041.611111,34.25830667,46.21,45,2.0429,204.29,35.42976,-121.5033,2.579066667,19.854,35.42974,NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,43387,92305,308,NaN,12.5,2.02525,1023.475,84.932875,0.15185,96.27769375,1.3498,35.42976,-121.503283125,12.408875,NaN,16.11135,NaN,33.58603125,NaN,24.6348375,4.58971875,200.068,81.589375,NaN,1.98875,244.565,96.4229,13.898,32.9056190476191,NaN,NaN,41.8635927597508
CT2-T4-H39,CT2-T4-H39_S3,CT2.T4.H39_S3,T2,2-Jan,2,0.529,08/10/2021,35.13105,-121.2592,day,1,96,14.62491111,1041.611111,34.25830667,46.21,45,2.0429,204.29,35.42976,-121.5033,2.579066667,19.854,35.42974,NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,27777,238325,308,NaN,12.5,2.02525,1023.475,84.932875,0.15185,96.27769375,1.3498,35.42976,-121.503283125,12.408875,NaN,16.11135,NaN,33.58603125,NaN,24.6348375,4.58971875,200.068,81.589375,NaN,1.98875,244.565,96.4229,13.898,32.9056190476191,NaN,NaN,41.8635927597508
CT2-T8-H43,CT2-T8-H43_S1,CT2.T8.H43_S1,T2,0.2-0.5,0.5,0.199,08/11/2021,34.54325,-120.8297667,day,1,98,13.32844667,1659.324444,44.13950889,43.725,47,3.1342,313.42,35.13098,-121.25912,1.530533333,14.891,35.13094,NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,84409,191592,270,NaN,12.5,1.95838125,1684.1125,106.4940625,0.19425625,95.2631625,1.07124375,35.130994375,-121.259103125,12.4091875,NaN,15.68699375,NaN,34.03350625,NaN,25.07190625,4.3768375,190.678375,77.0835625,0.414169745704931,1.9989,161.261,94.9116,9.927,40.8331421052632,5.491,1.186,52.4082291080906
CT2-T8-H43,CT2-T8-H43_S2,CT2.T8.H43_S2,T2,0.5-1,1,0.279,08/11/2021,34.54325,-120.8297667,day,1,98,13.32844667,1659.324444,44.13950889,43.725,47,3.1342,313.42,35.13098,-121.25912,1.530533333,14.891,35.13094,NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25805,46621,270,NaN,12.5,1.95838125,1684.1125,106.4940625,0.19425625,95.2631625,1.07124375,35.130994375,-121.259103125,12.4091875,NaN,15.68699375,NaN,34.03350625,NaN,25.07190625,4.3768375,190.678375,77.0835625,0.414169745704931,1.9989,161.261,94.9116,9.927,40.8331421052632,5.491,1.186,52.4082291080906
CT2-T8-H43,CT2-T8-H43_S3,CT2.T8.H43_S3,T2,2-Jan,2,0.168,08/11/2021,34.54325,-120.8297667,day,1,98,13.32844667,1659.324444,44.13950889,43.725,47,3.1342,313.42,35.13098,-121.25912,1.530533333,14.891,35.13094,NA,NaN,NaN,NaN,NaN,NaN,NaN,NaN,28053,116815,270,NaN,12.5,1.95838125,1684.1125,106.4940625,0.19425625,95.2631625,1.07124375,35.130994375,-121.259103125,12.4091875,NaN,15.68699375,NaN,34.03350625,NaN,25.07190625,4.3768375,190.678375,77.0835625,0.414169745704931,1.9989,161.261,94.9116,9.927,40.8331421052632,5.491,1.186,52.4082291080906
