"","Kingdom","Phylum","Subphylum","Class","Subclass","Superorder","Order","Family","Genus","Species"
"e87b21dda4606f4d88a77d39a8329d3980edaf1f","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","","",""
"eaa619cbaa6e11540fc8848ffb78d1f0131bc91a","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","","",""
"01cfa38140aa27513302c83969784a3f310533bf","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Calanidae","Neocalanus",""
"40363c0ad68d2a4c24210270dc6c03bf909874d3","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","","",""
"a145a40787b04637744888e0e1580dd7b4dbbd1b","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Calanidae","Calanus","Calanus helgolandicus"
"0ad7d161a79e87bc491bafda78b254e1282fed6d","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Metridinidae","Pleuromamma","Pleuromamma abdominalis"
"1715d37466db71a6120aad12051e317573737460","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Metridinidae","Pleuromamma",""
"6fc9a0c3c4391000a484ebaf39652dc57112d11e","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Metridinidae","Pleuromamma",""
"809c838791a334d4881dd024ddccdd8b8866a908","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","","",""
"b962e859a3e555b264e981c2fd271dd9b9e0fd24","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Metridinidae","Pleuromamma",""
"b996cb0359609e66762fc0ab3dd5f81d76d753ca","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Metridinidae","Pleuromamma",""
"e3e5a61eb5666017d1727db9864dd89c28c9e790","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Metridinidae","Pleuromamma","Pleuromamma abdominalis"
"366bcd23a104bbca5cc64b6ce7fb0156ce975c1c","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Metridinidae","Metridia","Metridia pacifica"
"6d73948ba71bef2c78986a84eaea1a093e7badd1","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Metridinidae","",""
"01b97529fd4da6746938629b3f594b1850799273","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","","",""
"0820a7f507d89fdcba7a016992fe29a4255663da","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Clausocalanidae","Ctenocalanus","Ctenocalanus vanus"
"1c7aee32d52c5a25d862a3e148b6cf04ab8f88da","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Clausocalanidae","Ctenocalanus","Ctenocalanus vanus"
"22b408f95bed71e330f22c29cc2766145e4cdde7","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Calanidae","",""
"33f2049df73abee355aaf102f1c6c31652f4daa5","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","","",""
"47fee77eb15aeb9efa7931aa8ff1bf58daa8e10c","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Clausocalanidae","Clausocalanus","Clausocalanus furcatus"
"6047bd0ab1009e1a63ca5f303ce7a113f4066fea","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Metridinidae","Metridia","Metridia pacifica"
"6647789a84c7db9d0c1d2f947175e285be91538b","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Clausocalanidae","Clausocalanus","Clausocalanus furcatus"
"673eb67edde62b7e8f162c349550a5998bac320f","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Metridinidae","Metridia",""
"6b07660f743f9e1c643619d1f389bcbfcf57ec7b","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Clausocalanidae","Clausocalanus","Clausocalanus furcatus"
"6c040c44d0a26b1e276eba591a18ceb9ee59865f","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Metridinidae","Metridia",""
"bda7db15bcda44597e3a3aaeca2a7abe76eab7b6","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Metridinidae","Metridia",""
"cef41db228729e82559d461d796ab51f9bcb371f","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","","",""
"ee86391371bc61fc92fb7de6cc19d4a9d0021130","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Calanidae","Calanus",""
"29fc6b782423f1bfb13a1195565a4782db1ca408","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","","",""
"37e5546d5ec5a6a50270e4b071d33b5f494381d8","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","","",""
"46e4693edd50a2ba446c73f12937508d1c08f796","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Rhincalanidae","Rhincalanus",""
"6301a656e81f53115398523b2deb00a182de59b8","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Clausocalanidae","Clausocalanus","Clausocalanus furcatus"
"87580cfba2134f5cbef5ccb9db76e3b5bc0a65dd","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","","",""
"881c07b202d2310dba5afa2d65270ea449be2340","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","","",""
"90305f4dff89cc1f25f12db9aafd1fb7c94268b5","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","","",""
"b35f9cee21f667eaebd1f9bd7ed5d7f2c482df4f","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Heterorhabdidae","",""
"c4fe96ab4bb76aabbbf14d407d2bc730596c6c39","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Clausocalanidae","Microcalanus","Microcalanus pygmaeus"
"5adb83462a6665a3afeaeec2808f1d1a5a668032","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Subeucalanidae","Subeucalanus",""
"cd449e8403a0e1bd67f0be5153268920607945b7","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","","",""
"d22f4f506fc83a332f59b9c9aed21cfb2215d626","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Calanidae","Calanus",""
"f6a4d650e9d6f53c3dee2633f464fadac8e3ca1f","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Calanidae","Calanus",""
"6d4fadad6ed332d69b01f5b6a9fb97752337e30f","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Calanidae","Calanus",""
"84ed2aabb9f1a1e900818c9a79f0b430c28b9716","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Eucalanidae","Eucalanus","Eucalanus elongatus"
"8a5a6db141fd33ece52b802eaff69ac604a3917a","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Eucalanidae","Eucalanus","Eucalanus elongatus"
"c8bfa6ca53ebdc10e9691d98c8879840ab17920e","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Rhincalanidae","Rhincalanus",""
"cd58ee0aa1185ea6500c004f680015dd55e83a86","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","","",""
"fd99fb4d70b4abaa1e52c3b6fe8005c90bfba176","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","","",""
"131dafe8f92e88ca8e8c497413822303eea5970c","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Calanidae","Neocalanus","Neocalanus gracilis"
"13d4114046cb395e85da1be98837a9c692eb7728","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Clausocalanidae","Clausocalanus","Clausocalanus furcatus"
"3aec7fb27586ce5dbe340c95348bb34e238f9e87","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Metridinidae","Pleuromamma","Pleuromamma abdominalis"
"6b7f2e606b0368d6ff7e65ee22ac32c2e85fdc23","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Clausocalanidae","Clausocalanus","Clausocalanus furcatus"
"86e954b6b4640de2a532d0f2c9329b96891d511d","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Scolecitrichidae","Scolecithricella","Species"
"cba418bc94dc3a64e15200ce11bda8c6e0582205","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","","",""
"dabec5c8e3721be348236817cddd3c31eb1647ce","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Calanidae","Neocalanus","Neocalanus gracilis"
"db0e450a361e5c4eaf843aa029db5c9f5193d32f","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Paracalanidae","Calocalanus","Calocalanus plumulosus"
"f0811d7c1afc61b0190a200923bc854777e6fbc5","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Metridinidae","Metridia","Metridia pacifica"
"f439140f389fcafab48955b2d982492c4de5820f","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Calanidae","Neocalanus","Neocalanus gracilis"
"56db9b8934558866af0f1f1eaf48a1122b20eb51","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Calanidae","Neocalanus",""
"6b518c427c01dcb2d856adda991fd08f6a6c3638","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","","",""
"977c05bd566fb6e862d82f7c6cce48ba8d19275a","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","","",""
"bf5fb30ed1cb71468ac5f842314f3b9841142760","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Calanidae","Neocalanus",""
"cf20a5c3684c767dd7a47573041ed57b174d91b4","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Calanidae","Neocalanus","Neocalanus gracilis"
"686fd8b59c6f87b27fe6a21b366a0e4b838135e1","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Candaciidae","Candacia","Candacia bipinnata"
"dfaa7fe4223b0cb9ca163830891a79d39c638001","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Metridinidae","Metridia",""
"f25f196bdaacddc128c8edf0c95ffbe4abc6fd3d","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Calanidae","Neocalanus","Neocalanus gracilis"
"0c84003ceec1fb7c3e6c2c04c0221e1bcf2c45f0","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Metridinidae","Metridia","Metridia pacifica"
"97c0a0b78a9051b6b2e2cff07831849027a24086","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Scolecitrichidae","Scolecithricella","Species"
"1edc29f22f7762ee27a5f5349b85c16a9a9f4e9f","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Candaciidae","Candacia","Candacia columbiae"
"32fab126422cd9be6860213d9e723b574d3614c2","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Candaciidae","Candacia","Candacia bipinnata"
"4cb56a59c1891b12a69fac265e7c9d64fae52861","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Metridinidae","Pleuromamma",""
"5cd0a7826db21096eca109fea33950f4229dbb91","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Metridinidae","Pleuromamma",""
"6c94faf83192d2e34c3c811f6d386741b08aac15","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Candaciidae","Candacia","Candacia columbiae"
"71199cb627a773f1c5bcfa2ceb80984726d2b92b","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","","",""
"7774334784e0a0a6607d2518394b8336b179bfae","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Calanidae","Calanus",""
"861848b81ee24107c78ef4096209f09cb9497332","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","","",""
"86a9af59f8d62a02635d84877537f2b84316259d","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Metridinidae","Pleuromamma","Pleuromamma abdominalis"
"9057579e7bc99b86db0ed43ad37c933321bd43ec","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Metridinidae","Pleuromamma",""
"9a113fa5c596109c74988430f66b713c5ab461ee","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Eucalanidae","Eucalanus","Eucalanus elongatus"
"b2edbadda7f78bf15cde4733f4cd3bc1b6074e0c","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","","",""
"d036976571dc84ced6d4c43c766faba1237f0cd5","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Candaciidae","Candacia","Candacia bipinnata"
"e4764a3c08172578c5db22c7ef7b69c316fb45e1","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Metridinidae","",""
"f91c9b24c7612ad1b90ce0478a33a46fd1a32d38","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","","",""
"e4620476c25cbb714b5cf603e2894c1a495d4387","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Metridinidae","",""
"135a05815d1aa5aa98319e6b2cb4f1ce0eb91c07","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Metridinidae","Pleuromamma",""
"162af1955a864fb3f94275ae2c20e9d6874c3673","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Metridinidae","Pleuromamma",""
"181acce5d7ccc073dd97d8a5fd19e4ea42c891e9","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Candaciidae","Candacia","Candacia bipinnata"
"21e69ca78e04de8efddb3cb3d7585fcacc00eeff","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Metridinidae","Pleuromamma","Pleuromamma abdominalis"
"2c6bb1b9f617e784dd93aa06125be99fcae53fdc","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Metridinidae","Pleuromamma","Pleuromamma abdominalis"
"376047cd43d578d9b3132625899c40100491ef63","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","","",""
"44160ff93841b2b1c0380786ef7223798b95dd41","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Candaciidae","Candacia","Candacia bipinnata"
"46fffd9ee20553f6d1382b55cb8484590adb4a02","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Metridinidae","Pleuromamma",""
"4bb62a2cffa94bb1a0ca2bae19c7f65566103284","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Candaciidae","Candacia","Candacia bipinnata"
"5f1ee49746cbf848bd184d9c792d0c425de2eb67","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Metridinidae","Pleuromamma",""
"6e038dbb5819785849a92312ef7c921bc702a6c9","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Metridinidae","Pleuromamma",""
"781f3e205378f01fbe5c4eb55fc577a2cc2b486b","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Metridinidae","Pleuromamma",""
"7fa672a27646a3b691538fd146538e60774487c7","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Metridinidae","Pleuromamma",""
"87a10b057fa9841108ecb1fa27ecb34d67970fee","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Metridinidae","Pleuromamma",""
"8eadb96017ac0b51e5d1ce294141b2fa59901f1b","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Metridinidae","Pleuromamma","Pleuromamma abdominalis"
"9e1df315b326ab2217a2f44cf7127e51385a21be","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Metridinidae","Pleuromamma",""
"aa1e412aafa945cbc32eaeda8a6d244f1e61c391","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Metridinidae","Pleuromamma",""
"ab403fe6909a087323bd4fea91df1c9295c54a8a","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Metridinidae","Pleuromamma",""
"c13175d38d2a3e135d22f7084a5230a9a641379f","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Metridinidae","Pleuromamma",""
"c19f667062e8fc7995dd5ba164479eb9ae9e8825","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Metridinidae","Pleuromamma",""
"c5924bbddca2fd87ea746677bd99f741244654d8","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Metridinidae","Pleuromamma",""
"e3e4ff5749c1329755e3065b8242548dafa17049","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Metridinidae","Pleuromamma",""
"e950c9ef0eb9ac638c2d94a85bb94d5df7c5058a","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Metridinidae","Pleuromamma",""
"f2c3abf2c23931db8a89e68fe30dbaeed20e9b16","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Metridinidae","Pleuromamma",""
"fb6eded57127c8b10aecde543752841f8a6e2543","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Metridinidae","Pleuromamma","Pleuromamma abdominalis"
"365b8b1ba877a79539ced40666fce3301c0ee5bd","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Calanidae","Neocalanus","Neocalanus gracilis"
"0f5b4a7df2b846025d741fea89e62d88915b3757","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Calanidae","Neocalanus","Neocalanus gracilis"
"1d7e41a036245bef22450a505f39bf6d1781b92d","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Calanidae","Neocalanus","Neocalanus gracilis"
"41aaa802e6b088e42003588aa48e1f2eae2f2198","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Calanidae","Neocalanus","Neocalanus gracilis"
"7171b7d06f2220d0937ca447d56276f280db375e","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Calanidae","",""
"764992146cf2baea37f156dd6f3087ba52627285","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Candaciidae","Candacia","Candacia bipinnata"
"78527a2893c62cfa7192dd0d82720760dfe1e4be","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Metridinidae","Metridia",""
"fbd8715b731493fa1b4f27da86f9d97833cab43b","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Clausocalanidae","Ctenocalanus","Ctenocalanus vanus"
"fd0ca71b3001de9e814e97a818880061c125c422","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Clausocalanidae","Ctenocalanus","Ctenocalanus vanus"
"6773b839a748a8a081ab34eb36bab6fda52bbaa6","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Metridinidae","Metridia","Metridia pacifica"
"7985f72096da214d0c241c4227257055e45b6a41","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Metridinidae","Metridia","Metridia pacifica"
"06baca0d97101c26d72fee2ca7eecbf7890fe29b","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","","",""
"1f4a4225bed5e58cefbd246dd619582690af83d7","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Metridinidae","",""
"208f4d74b8cc17f7037d0b8fa2c3e8d85164388f","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","","",""
"7f8a47f2c4f5a47ee0b9140dde3a9bd6dd29d12a","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","","",""
"9dd83e1f03bfa239cd083524f980fc452dc996b3","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Metridinidae","Pleuromamma",""
"c6b53b213532623f2549fa73f3e8c77cfe30336b","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","","",""
"d41af7304b79e892c6fa377da273960eacb1fafa","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Metridinidae","Metridia",""
"fa9829c728820383001f096bb3602153d12cb92f","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Metridinidae","Pleuromamma","Pleuromamma abdominalis"
"0f380c053c34fb74806f01db896c0f630131c9e8","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Candaciidae","Candacia","Candacia bipinnata"
"29b000a16548236d181fe8979ef3b3c8fc4ac4e6","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Calanidae","Calanus","Calanus helgolandicus"
"2ab514e1001e2fb93d11cba7deeb87b27e129d04","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Calanidae","Neocalanus","Neocalanus gracilis"
"2c890c19bea075ce85a6118314f6cf959fcf0f38","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Heterorhabdidae","",""
"3b7b32265db45b7b061ff012feb4e9c3a4af9cce","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Candaciidae","Candacia","Candacia bipinnata"
"42df5982321c2b9d4c4d29262724de7d5c83443b","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Calanidae","Calanus","Calanus helgolandicus"
"541183bbc2bb5b290bb2e13bcf943c2d2de14833","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Candaciidae","Candacia",""
"772c055decb6052213b12da7c3ecf0d1d3f9fbee","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Metridinidae","Pleuromamma",""
"a599b03b93a9a294c1cf746940cf97a6a84af936","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Candaciidae","Candacia",""
"e8664d25fadf0e4bf63f8e5b481e02619d58486f","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Candaciidae","Candacia","Candacia bipinnata"
"f203242f56dc5b363740bfb8c9a77ab80664dd8e","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Candaciidae","Candacia","Candacia bipinnata"
"28047060a764c8d2f133476a3c1893291d007c2e","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Calanidae","Calanus","Calanus helgolandicus"
"d838bc80036d7e0848d2c5f1ba045e9ed6816757","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Calanidae","Calanus",""
"df1706c1c1caecd79942e2e42288be889fb3897a","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Calanidae","Calanus","Calanus helgolandicus"
"ee3823ab4cc5af93535b60ba02588518fdd977af","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Calanidae","Calanus",""
"80ed3bac4080d504ad627cb483c88b756f629e7f","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Calanidae","Calanus","Calanus helgolandicus"
"8f1a3e31dc9f10e02ff58b232018bbd7f37f4ed4","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","","",""
"9343dcb59e39348016a807b61fad9c88698c7b33","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Calanidae","",""
"eaf41a1c157bfb376d73b37ddb335da775b2a330","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Calanidae","Calanus",""
"bb8afcd6931ae2193933da240c3d41cc30c246e2","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","","",""
"971d71ff274bf68463802e6c3ce1479a814b1f81","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Metridinidae","Pleuromamma",""
"ee124876e3f6422218e712bedbcb7f4369236cd6","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Metridinidae","Pleuromamma","Pleuromamma abdominalis"
"2a6c38af6bd28af93d07d5cc3a374609384b6243","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Metridinidae","Pleuromamma",""
"0b9ef19405cce9556177f10defc85b6c5f078364","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Metridinidae","Metridia","Metridia pacifica"
"530f3ebd72f3917796b992480707f50c62be21bb","Animalia","Arthropoda","Crustacea","Hexanauplia","Copepoda","Gymnoplea","Calanoida","Metridinidae","Metridia","Metridia pacifica"
